id,Aspect_terms,Opinion_terms,sen_content
2884,，服务态度,也不错,电脑收到了，外观很漂亮，运行很流畅。反应也很快&amp;quot;，服务态度也不错。
2884,反应,很快,电脑收到了，外观很漂亮，运行很流畅。反应也很快&amp;quot;，服务态度也不错。
2885,_,非常满意,非常满意哦
2886,_,挺好,用了一段时间挺好的，不卡机
2886,_,不卡机,用了一段时间挺好的，不卡机
2887,客服,_,东西还行，就是太慢，四天才到！联系客服，也是打马虎眼，差劲
2888,_,很满意,很好，这次购物很满意。好评
2888,_,好评,很好，这次购物很满意。好评
2889,客服,卡死,买了一个月坏了两次了，开机直接卡死客服还找不到人工的，建议新手不要买了
2890,速度,很快,完全符合预期，速度很快，没有卡顿
2890,_,没有卡顿,完全符合预期，速度很快，没有卡顿
2891,运行速度,很快,笔记本电脑收到了，和新的一样，运行速度很快。质量不错。
2891,质量,不错,笔记本电脑收到了，和新的一样，运行速度很快。质量不错。
2892,快递,满分,首先快递给满分。其次说下电脑。别的都还好。但是无线网卡就是辣鸡
2892,_,还好,首先快递给满分。其次说下电脑。别的都还好。但是无线网卡就是辣鸡
2892,_,无线网卡,首先快递给满分。其次说下电脑。别的都还好。但是无线网卡就是辣鸡
2893,客服,很高冷,客服很高冷。电脑还行吧。
2893,_,还行,客服很高冷。电脑还行吧。
2894,质量,很好,宝贝收到非常满意质量很好键盘鼠标多好用
2894,鼠标,好用,宝贝收到非常满意质量很好键盘鼠标多好用
2894,_,非常满意,宝贝收到非常满意质量很好键盘鼠标多好用
2894,键盘,_,宝贝收到非常满意质量很好键盘鼠标多好用
2895,质量,不错,宝贝质量不错。下次还会再买
2896,外观,很漂亮,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,颜色,很正,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,_,很满意,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,_,很方便,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,_,很快,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,_,方便,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2896,_,易操作,很满意，用上很方便，很好用，很快。外观也很漂亮，颜色也很正。简单方便，易操作。
2897,_,还行,整体还行，不错，不过觉得还是贵了
2897,_,不错,整体还行，不错，不过觉得还是贵了
2898,CPU声音,太大,CPU声音太大，发热严重，其他的我还没有看，看到这两点我就想退了，咱也不知道，咱也不敢问。去支持**了
2898,_,发热,CPU声音太大，发热严重，其他的我还没有看，看到这两点我就想退了，咱也不知道，咱也不敢问。去支持**了
2898,_,严重,CPU声音太大，发热严重，其他的我还没有看，看到这两点我就想退了，咱也不知道，咱也不敢问。去支持**了
2899,_,_,这款笔记本右侧竟然没有usb接口！插个鼠标要到左侧的接口？这款笔记本是给左子设计的？
2900,包装,严实,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2900,外观,简单大,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2900,画面,清晰,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2900,运行,特别顺畅,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2900,_,没有破损,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2900,_,非常满意,电脑收到了，包装严实，没有破损，外观简单大方，画面清晰好看运行特别顺畅，非常满意。
2901,板服务,_,老板服务热情，物流发货及时，东西打包很好，非常满意
2901,_,很好,老板服务热情，物流发货及时，东西打包很好，非常满意
2901,_,非常满意,老板服务热情，物流发货及时，东西打包很好，非常满意
2902,_,真心不错,实物真心不错，很值得的一次购买
2903,_,黑屏,黑屏！**和**找不到服务人员！网上买东西难过?！&hellip;&hellip;&hellip;
2903,服务,_,黑屏！**和**找不到服务人员！网上买东西难过?！&hellip;&hellip;&hellip;
2904,外观,精致,宝贝收到，外观精致颜色好看，用起来流畅，满意。
2904,颜色,好,宝贝收到，外观精致颜色好看，用起来流畅，满意。
2904,_,流畅，满意,宝贝收到，外观精致颜色好看，用起来流畅，满意。
2905,玩游戏,不卡顿,电脑给力。玩游戏不卡顿。长时间不发热
2905,长时间,不发热,电脑给力。玩游戏不卡顿。长时间不发热
2905,_,给力,电脑给力。玩游戏不卡顿。长时间不发热
2906,运行,流畅,货收到，运行流畅，显示清晰，非常满意
2906,显示,清晰,货收到，运行流畅，显示清晰，非常满意
2906,_,非常满意,货收到，运行流畅，显示清晰，非常满意
2907,_,会卡,滑到新建的时候不会接着出来菜单会卡一会
2908,开机,黑屏,电脑经常开机黑屏，用了俩天已经开始卡顿
2908,_,卡顿,电脑经常开机黑屏，用了俩天已经开始卡顿
2909,_,_,看两部电影就没电了，触控板出现断触，键盘出现失灵
2910,_,_,一开机CPU使用就达到百分之六十。。。。。。。
2911,外观,高档大气,外观高档大气，性能好，键盘灵敏，性价比高
2911,性能,好,外观高档大气，性能好，键盘灵敏，性价比高
2911,键盘,灵敏,外观高档大气，性能好，键盘灵敏，性价比高
2911,性价比,高,外观高档大气，性能好，键盘灵敏，性价比高
2912,开机,蓝屏,电脑很慢，卡死了，开机各种蓝屏死机，辣鸡电脑
2912,_,很慢,电脑很慢，卡死了，开机各种蓝屏死机，辣鸡电脑
2912,_,卡死,电脑很慢，卡死了，开机各种蓝屏死机，辣鸡电脑
2912,_,死机,电脑很慢，卡死了，开机各种蓝屏死机，辣鸡电脑
2913,_,不错,整体还是不错的
2914,性价比,很高,质量和款式还不错，性价比很高，值得购买。
2914,质量,还不错,质量和款式还不错，性价比很高，值得购买。
2915,质量,不错,笔记本电脑质量不错，做工精细，玩游戏办公不卡，操作起来很顺畅，满意！
2915,做工,精细,笔记本电脑质量不错，做工精细，玩游戏办公不卡，操作起来很顺畅，满意！
2915,办公,不卡,笔记本电脑质量不错，做工精细，玩游戏办公不卡，操作起来很顺畅，满意！
2915,操作,很顺畅,笔记本电脑质量不错，做工精细，玩游戏办公不卡，操作起来很顺畅，满意！
2915,玩游戏,满意,笔记本电脑质量不错，做工精细，玩游戏办公不卡，操作起来很顺畅，满意！
2916,质量,挺好,电脑收到了，质量挺好的，画面清晰，运行快不卡顿，值得推荐
2916,画面,清晰,电脑收到了，质量挺好的，画面清晰，运行快不卡顿，值得推荐
2916,运行,快,电脑收到了，质量挺好的，画面清晰，运行快不卡顿，值得推荐
2916,_,不卡顿,电脑收到了，质量挺好的，画面清晰，运行快不卡顿，值得推荐
2917,质量,非常好,宝贝收到了，快递好快就到了，电脑质量非常好，运行速度快，非常满意的一次购物，值得推荐大家购买。
2917,运行速度,快,宝贝收到了，快递好快就到了，电脑质量非常好，运行速度快，非常满意的一次购物，值得推荐大家购买。
2917,快递,_,宝贝收到了，快递好快就到了，电脑质量非常好，运行速度快，非常满意的一次购物，值得推荐大家购买。
2918,_,一般般,一般般，不怎么推荐
2918,_,不怎么推,一般般，不怎么推荐
2919,_,很不错,很不错了，吃鸡无压力，推荐购买！
2919,_,吃鸡无压力,很不错了，吃鸡无压力，推荐购买！
2920,外观,时尚,宝贝用了一段时间了，外观时尚，很轻薄哦，画面清晰，很流畅&hellip;&hellip;超喜欢😊
2920,画面,清晰,宝贝用了一段时间了，外观时尚，很轻薄哦，画面清晰，很流畅&hellip;&hellip;超喜欢😊
2920,_,很轻薄,宝贝用了一段时间了，外观时尚，很轻薄哦，画面清晰，很流畅&hellip;&hellip;超喜欢😊
2920,_,超喜欢,宝贝用了一段时间了，外观时尚，很轻薄哦，画面清晰，很流畅&hellip;&hellip;超喜欢😊
2921,_,非常好用,非常好用
2922,屏幕分辨率,太低,屏幕分辨率太低了，屏幕分辨率太低了，
2922,屏幕分辨率,太低了,屏幕分辨率太低了，屏幕分辨率太低了，
2923,_,轻薄,说好的轻薄笔记本呢！！结果收到的是一块搬砖，真是服了。太厚了！！
2923,_,真是服了,说好的轻薄笔记本呢！！结果收到的是一块搬砖，真是服了。太厚了！！
2923,_,太厚了,说好的轻薄笔记本呢！！结果收到的是一块搬砖，真是服了。太厚了！！
2924,打游戏,一点都不卡顿,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,显示画面,很清晰,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,外观,很新,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,外观材质,特别好看,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,性能,_,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,显卡,_,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,_,，款,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2924,_,满意,电脑性能：打游戏一点都不卡顿显卡效果：显示画面很清晰外观材质：外观也很新，款式特别好看，满意
2925,反映快,不卡顿,电脑是给孩子的奖励，这次考试成绩不错，孩子拿到很喜欢，说反映快不卡顿，触摸感舒服顺手
2925,触摸感舒服,顺手,电脑是给孩子的奖励，这次考试成绩不错，孩子拿到很喜欢，说反映快不卡顿，触摸感舒服顺手
2925,_,不错,电脑是给孩子的奖励，这次考试成绩不错，孩子拿到很喜欢，说反映快不卡顿，触摸感舒服顺手
2925,_,很喜欢,电脑是给孩子的奖励，这次考试成绩不错，孩子拿到很喜欢，说反映快不卡顿，触摸感舒服顺手
2926,_,很不愉快,很不愉快，直接黑屏重启
2926,_,黑屏,很不愉快，直接黑屏重启
2927,包装,_,包装太次了然后鼠标都没有
2927,鼠标,_,包装太次了然后鼠标都没有
2928,_,不卡顿,电脑收到了不卡顿物美价廉很满意呢
2928,_,物美价廉,电脑收到了不卡顿物美价廉很满意呢
2928,_,很满意,电脑收到了不卡顿物美价廉很满意呢
2929,_,，应该物美价廉的原,大儿子用的是这个品牌，现在小儿子也选择这个品牌，应该物美价廉的原因吧！值得购买！
2930,开机,快,笔记本不错，外观看上去不像二手的，蛮新的，开机也快，不卡，办公室用用蛮好！
2930,办公,用用,笔记本不错，外观看上去不像二手的，蛮新的，开机也快，不卡，办公室用用蛮好！
2930,_,不错,笔记本不错，外观看上去不像二手的，蛮新的，开机也快，不卡，办公室用用蛮好！
2930,_,不卡,笔记本不错，外观看上去不像二手的，蛮新的，开机也快，不卡，办公室用用蛮好！
2930,_,蛮好,笔记本不错，外观看上去不像二手的，蛮新的，开机也快，不卡，办公室用用蛮好！
2931,_,一点都不好,一点都不好买来没几天一直黑屏现在连机都开不了
2931,_,黑屏,一点都不好买来没几天一直黑屏现在连机都开不了
2932,性能,很好,宝贝收到了，性能很好，外观漂亮，流畅性很强
2932,外观,漂亮,宝贝收到了，性能很好，外观漂亮，流畅性很强
2932,_,流畅,宝贝收到了，性能很好，外观漂亮，流畅性很强
2932,_,很强,宝贝收到了，性能很好，外观漂亮，流畅性很强
2933,运行速度,快,好用，运行速度快，和描述的一样，物流给力给个赞还会再来的
2933,物流,给力,好用，运行速度快，和描述的一样，物流给力给个赞还会再来的
2933,_,好用,好用，运行速度快，和描述的一样，物流给力给个赞还会再来的
2934,_,ffice,激活不了office
2935,_,非常不错,非常不错，用着很喜欢，和卖家描述一致，喜欢的朋友可以入手
2935,_,很喜欢,非常不错，用着很喜欢，和卖家描述一致，喜欢的朋友可以入手
2935,_,喜欢,非常不错，用着很喜欢，和卖家描述一致，喜欢的朋友可以入手
2936,画质,不好,除了视频通话的时候有些暗，画质不好，其他的都还可以。
2936,_,还可以,除了视频通话的时候有些暗，画质不好，其他的都还可以。
2937,_,很不错,东西很不错、物流也快、两天就到了、总体还是很不错的
2937,物流,_,东西很不错、物流也快、两天就到了、总体还是很不错的
2938,_,_,刚买一个星期就降了一百？可行？
2939,外观材质,很新呀,电脑性能：还不错挺好的显卡效果：听快点的，整体不错外观材质：很新呀
2939,性能,不错,电脑性能：还不错挺好的显卡效果：听快点的，整体不错外观材质：很新呀
2939,效果,快点,电脑性能：还不错挺好的显卡效果：听快点的，整体不错外观材质：很新呀
2939,显卡,_,电脑性能：还不错挺好的显卡效果：听快点的，整体不错外观材质：很新呀
2939,_,不错,电脑性能：还不错挺好的显卡效果：听快点的，整体不错外观材质：很新呀
2940,物流速度,快,电脑收到了，物流速度快没有耽误使用运行流畅外观完美。值得入手
2940,运行,流畅,电脑收到了，物流速度快没有耽误使用运行流畅外观完美。值得入手
2940,外观,完美,电脑收到了，物流速度快没有耽误使用运行流畅外观完美。值得入手
2941,运行,很流畅,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2941,功能,很强大,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2941,质量,很有保,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2941,外观,超好看,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2941,店家态度,很好,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2941,系统,_,电脑运行很流畅，外观也超好看，系统功能很强大，店家态度也很好，质量很有保证
2942,客服,_,真的好用，买来玩梦幻西游的，哈哈，五开玩家，客服都挺好的，后续再追评
2943,_,很顺畅,玩起来很顺畅。也很清晰！
2943,_,很清晰,玩起来很顺畅。也很清晰！
2944,性能,非常好,电脑的性能非常好，显卡效果也不错，外观也非常的漂亮，我很满意
2944,显卡效果,不错,电脑的性能非常好，显卡效果也不错，外观也非常的漂亮，我很满意
2944,外观,非常的漂亮,电脑的性能非常好，显卡效果也不错，外观也非常的漂亮，我很满意
2944,_,很满意,电脑的性能非常好，显卡效果也不错，外观也非常的漂亮，我很满意
2945,显示内存,不行,搞不懂，刚买的电脑，老是显示内存不足，这个电脑感觉不行
2946,外观,很好看,目前只用这台电脑办公，电脑外观很好看，但是打开文件速度很慢，基本上要5~10的反应时间。
2946,反应,时间,目前只用这台电脑办公，电脑外观很好看，但是打开文件速度很慢，基本上要5~10的反应时间。
2947,质量,不错,货已经收到了，质量不错，满意
2947,_,满意,货已经收到了，质量不错，满意
2948,_,不错,宝贝收到了，不错，是我想要的
2949,声大,_,排风口噪声大，耗电快，总体来说不太满意，还有**降价升价也太快了，前几天刚买，今天就便宜五百块，
2949,_,满意,排风口噪声大，耗电快，总体来说不太满意，还有**降价升价也太快了，前几天刚买，今天就便宜五百块，
2949,_,**降价,排风口噪声大，耗电快，总体来说不太满意，还有**降价升价也太快了，前几天刚买，今天就便宜五百块，
2950,客服,太好,虽然第一次有一点点小失误，但是他们家客服太好了，我不停的问他不停的回复我！下次还来你家换，我也会推荐身边朋友买
2950,_,有一点点小失,虽然第一次有一点点小失误，但是他们家客服太好了，我不停的问他不停的回复我！下次还来你家换，我也会推荐身边朋友买
2951,_,_,用了20天左右吧，已经出现两次卡死的情况了，这还是新电脑呀
2952,画面,清晰,笔记本收到了，设计新颖，画面清晰，操作流畅，最满意的一次购物。
2952,操作,流畅,笔记本收到了，设计新颖，画面清晰，操作流畅，最满意的一次购物。
2952,设计,_,笔记本收到了，设计新颖，画面清晰，操作流畅，最满意的一次购物。
2952,_,满意,笔记本收到了，设计新颖，画面清晰，操作流畅，最满意的一次购物。
2953,_,不错,虽然不错但还是有一些问题
2954,性价比,不高,额性价比不高其他还好吧用了3天试过一次蓝屏机身有一处小划痕不认真看的话分辨不出来
2954,_,蓝屏,额性价比不高其他还好吧用了3天试过一次蓝屏机身有一处小划痕不认真看的话分辨不出来
2954,_,小划痕,额性价比不高其他还好吧用了3天试过一次蓝屏机身有一处小划痕不认真看的话分辨不出来
2955,服务态度,不怎么行,服务态度不怎么行
2956,_,很好用,笔记本很好用，喜欢，非常满意的一次购物
2956,_,喜欢,笔记本很好用，喜欢，非常满意的一次购物
2956,_,非常满意,笔记本很好用，喜欢，非常满意的一次购物
2957,_,降价,买了不到十天就降价了。。。。。。。
2958,开机速度,快,使用了，开机速度快，使用也很流畅！不错👍！
2958,_,很流畅,使用了，开机速度快，使用也很流畅！不错👍！
2958,_,不错,使用了，开机速度快，使用也很流畅！不错👍！
2959,画面,流畅清晰，色,画面流畅清晰，色彩鲜艳。系统流畅不卡顿，这么实惠的价格真的很值。
2959,系统,流畅不卡顿,画面流畅清晰，色彩鲜艳。系统流畅不卡顿，这么实惠的价格真的很值。
2959,价格,真的很值,画面流畅清晰，色彩鲜艳。系统流畅不卡顿，这么实惠的价格真的很值。
2959,_,彩鲜,画面流畅清晰，色彩鲜艳。系统流畅不卡顿，这么实惠的价格真的很值。
2959,_,这么实惠,画面流畅清晰，色彩鲜艳。系统流畅不卡顿，这么实惠的价格真的很值。
2960,散热,不好,散热确实不好！性能也一般。但最奇怪的是充电到99%就再也充不了了！
2960,性能,一般,散热确实不好！性能也一般。但最奇怪的是充电到99%就再也充不了了！
2961,_,真垃圾,电脑真垃圾一买回来就有问题卡得要死
2961,_,有问题,电脑真垃圾一买回来就有问题卡得要死
2961,_,卡得要死,电脑真垃圾一买回来就有问题卡得要死
2962,屏幕,清晰,屏幕清晰，品质很好，方便携带
2962,_,很好,屏幕清晰，品质很好，方便携带
2962,_,方便携带,屏幕清晰，品质很好，方便携带
2963,客服,棒棒,非常好啊啊啊啊物流很快客服可爱棒棒哒
2963,_,非常好,非常好啊啊啊啊物流很快客服可爱棒棒哒
2963,_,物流,非常好啊啊啊啊物流很快客服可爱棒棒哒
2963,_,很快,非常好啊啊啊啊物流很快客服可爱棒棒哒
2964,包装,精致,电脑收到了包装精致严谨没有破损，用着不卡顿，屏幕清晰，非常不错还会购买的
2964,屏幕,清晰,电脑收到了包装精致严谨没有破损，用着不卡顿，屏幕清晰，非常不错还会购买的
2964,_,不卡顿,电脑收到了包装精致严谨没有破损，用着不卡顿，屏幕清晰，非常不错还会购买的
2964,_,非常不错,电脑收到了包装精致严谨没有破损，用着不卡顿，屏幕清晰，非常不错还会购买的
2965,整体,_,说说我的看法：电脑整体可以，但是缺点：无摄像头，以及屏幕素质差
2965,_,无摄像头，以,说说我的看法：电脑整体可以，但是缺点：无摄像头，以及屏幕素质差
2965,屏幕,_,说说我的看法：电脑整体可以，但是缺点：无摄像头，以及屏幕素质差
2965,素质,_,说说我的看法：电脑整体可以，但是缺点：无摄像头，以及屏幕素质差
2966,_,厚道,不厚道预定双十一付尾款当天又降价
2966,_,降价,不厚道预定双十一付尾款当天又降价
2967,_,很满意,很满意，下次还光顾。
2968,电池,_,已经死机过几次，电池也不是非常耐用，与预期相差太多
2969,使用,还可以,替老板买的，老板说使用还可以
2970,开机,特别快,电脑收到了，就迫不及待的用了，开机特别快还不卡顿，外观也很好，高大上，满意
2970,外观,很好,电脑收到了，就迫不及待的用了，开机特别快还不卡顿，外观也很好，高大上，满意
2970,_,卡顿,电脑收到了，就迫不及待的用了，开机特别快还不卡顿，外观也很好，高大上，满意
2970,_,高大上,电脑收到了，就迫不及待的用了，开机特别快还不卡顿，外观也很好，高大上，满意
2970,_,满意,电脑收到了，就迫不及待的用了，开机特别快还不卡顿，外观也很好，高大上，满意
2971,质量,太差,才买20天键盘就不能用了，失灵了怎么按都不行质量太差劲了
2971,键盘,不能用,才买20天键盘就不能用了，失灵了怎么按都不行质量太差劲了
2972,速度,快,漂亮，轻薄，速度快，性能强劲。
2972,性能,强劲,漂亮，轻薄，速度快，性能强劲。
2972,_,漂亮,漂亮，轻薄，速度快，性能强劲。
2972,_,轻薄,漂亮，轻薄，速度快，性能强劲。
2973,物流,超级快,电脑收到了，物流超级快，电脑外型好看，性能好，玩游戏不卡机，画面清晰，很满意&hellip;&hellip;
2973,性能,好,电脑收到了，物流超级快，电脑外型好看，性能好，玩游戏不卡机，画面清晰，很满意&hellip;&hellip;
2973,玩游戏,不卡,电脑收到了，物流超级快，电脑外型好看，性能好，玩游戏不卡机，画面清晰，很满意&hellip;&hellip;
2973,外型,_,电脑收到了，物流超级快，电脑外型好看，性能好，玩游戏不卡机，画面清晰，很满意&hellip;&hellip;
2973,_,很满意,电脑收到了，物流超级快，电脑外型好看，性能好，玩游戏不卡机，画面清晰，很满意&hellip;&hellip;
2974,开机,挺快,还不错，包装完好，电脑还是比较流畅，开机还挺快，比想象中好很多，满意
2974,_,不错,还不错，包装完好，电脑还是比较流畅，开机还挺快，比想象中好很多，满意
2974,包装,_,还不错，包装完好，电脑还是比较流畅，开机还挺快，比想象中好很多，满意
2974,_,比较流畅,还不错，包装完好，电脑还是比较流畅，开机还挺快，比想象中好很多，满意
2974,_,很多，满意,还不错，包装完好，电脑还是比较流畅，开机还挺快，比想象中好很多，满意
2975,速度,很快,速度很快，也很好看，很满意，玩游戏办公都没问题，满分
2975,办公,没问题，满分,速度很快，也很好看，很满意，玩游戏办公都没问题，满分
2975,_,很好看,速度很快，也很好看，很满意，玩游戏办公都没问题，满分
2975,_,很满意,速度很快，也很好看，很满意，玩游戏办公都没问题，满分
2975,玩游戏,_,速度很快，也很好看，很满意，玩游戏办公都没问题，满分
2976,_,挺好的，不贵,挺好的，不贵。挺不错的
2976,_,挺不错,挺好的，不贵。挺不错的
2977,机身,_,塑料机身，高清的显示屏也...总之想...
2977,显示屏,_,塑料机身，高清的显示屏也...总之想...
2978,运行,很流畅,买来办公的，看电影也运行很流畅，屏幕看着舒服，清晰，性价比还不错。刚开始还担心出现问题，现在放心了。
2978,舒服,，清晰,买来办公的，看电影也运行很流畅，屏幕看着舒服，清晰，性价比还不错。刚开始还担心出现问题，现在放心了。
2978,性价比,不错,买来办公的，看电影也运行很流畅，屏幕看着舒服，清晰，性价比还不错。刚开始还担心出现问题，现在放心了。
2978,电影,_,买来办公的，看电影也运行很流畅，屏幕看着舒服，清晰，性价比还不错。刚开始还担心出现问题，现在放心了。
2978,屏幕,_,买来办公的，看电影也运行很流畅，屏幕看着舒服，清晰，性价比还不错。刚开始还担心出现问题，现在放心了。
2979,外观,比较满意,刚收到货，感觉电脑外观什么的比较满意，用一段时间后再来追评，
2980,速度,很快,电脑不错，速度很快，服务态度也很好支持
2980,，服务态度,很好,电脑不错，速度很快，服务态度也很好支持
2980,_,不错,电脑不错，速度很快，服务态度也很好支持
2981,速度,很快,速度很快，配置好，很满意的一次购物。如果有需要还会再来的~
2981,配置,好,速度很快，配置好，很满意的一次购物。如果有需要还会再来的~
2981,_,满意,速度很快，配置好，很满意的一次购物。如果有需要还会再来的~
2982,_,挺好的,挺好的
2983,包装,很好,电脑包装很好，很细心，使用起来很流畅，一点也不卡，非常满意
2983,_,很细心,电脑包装很好，很细心，使用起来很流畅，一点也不卡，非常满意
2983,_,很流畅,电脑包装很好，很细心，使用起来很流畅，一点也不卡，非常满意
2983,_,一点也不卡,电脑包装很好，很细心，使用起来很流畅，一点也不卡，非常满意
2983,_,非常满意,电脑包装很好，很细心，使用起来很流畅，一点也不卡，非常满意
2984,外观,痕，退货,外观有刮痕，退货
2985,速度,流畅,才几天啊价格差这么多速度流畅，显示很差，声音很响，看看网页很烫。
2985,显示,很差,才几天啊价格差这么多速度流畅，显示很差，声音很响，看看网页很烫。
2985,看网页,很烫,才几天啊价格差这么多速度流畅，显示很差，声音很响，看看网页很烫。
2985,价格,_,才几天啊价格差这么多速度流畅，显示很差，声音很响，看看网页很烫。
2985,声音,_,才几天啊价格差这么多速度流畅，显示很差，声音很响，看看网页很烫。
2986,程序,死掉，醉,说真的，用了之后才知道性能不怎么样，写个文档总是转圈然后程序死掉，醉了
2986,_,真的，用,说真的，用了之后才知道性能不怎么样，写个文档总是转圈然后程序死掉，醉了
2987,配置,不错,配置不错，运行速度快
2987,运行速度,快,配置不错，运行速度快
2988,_,常出现卡顿,一般般，经常出现卡顿，屏幕看久了不舒服
2988,屏幕,_,一般般，经常出现卡顿，屏幕看久了不舒服
2988,_,舒服,一般般，经常出现卡顿，屏幕看久了不舒服
2989,_,不错,不错，用用看。
2990,开机时间,超快,这款笔记本电脑好轻薄，电池耐用，开机时间超快。还有指纹解锁非常方便。非常喜欢。
2990,指纹解锁,非常方便,这款笔记本电脑好轻薄，电池耐用，开机时间超快。还有指纹解锁非常方便。非常喜欢。
2990,_,好轻薄,这款笔记本电脑好轻薄，电池耐用，开机时间超快。还有指纹解锁非常方便。非常喜欢。
2990,电池,_,这款笔记本电脑好轻薄，电池耐用，开机时间超快。还有指纹解锁非常方便。非常喜欢。
2990,_,非常喜欢,这款笔记本电脑好轻薄，电池耐用，开机时间超快。还有指纹解锁非常方便。非常喜欢。
2991,_,不卡,不卡，很好可以完美吃鸡
2991,_,很好,不卡，很好可以完美吃鸡
2992,携带,方便，,电脑很薄，办公携带方便，运行速度可以的玩游戏不成问题。
2992,运行速度,可以,电脑很薄，办公携带方便，运行速度可以的玩游戏不成问题。
2992,玩游戏,不成问题,电脑很薄，办公携带方便，运行速度可以的玩游戏不成问题。
2992,_,很薄,电脑很薄，办公携带方便，运行速度可以的玩游戏不成问题。
2993,客服,耐心,电脑还行，虽然中间出了一些小插曲，但是客服都耐心解决，好评😊
2994,质感,很棒,其他特色：都很好外观材质：质感很棒，手感相当好显卡效果：一般游戏都很流畅
2994,游戏,很流畅,其他特色：都很好外观材质：质感很棒，手感相当好显卡效果：一般游戏都很流畅
2994,外观材质,很好,其他特色：都很好外观材质：质感很棒，手感相当好显卡效果：一般游戏都很流畅
2994,手感,_,其他特色：都很好外观材质：质感很棒，手感相当好显卡效果：一般游戏都很流畅
2994,_,一般,其他特色：都很好外观材质：质感很棒，手感相当好显卡效果：一般游戏都很流畅
2995,速度,_,电脑性能：主要是家庭影院、教育学习用途。速度挺快的，完全胜任。U**3.0无卡顿直接播放视频。
2995,_,无卡顿,电脑性能：主要是家庭影院、教育学习用途。速度挺快的，完全胜任。U**3.0无卡顿直接播放视频。
2996,游戏,流畅,得常好用游戏流畅
2996,_,好用,得常好用游戏流畅
2997,_,挺好,东西挺好，性价比也相当高，朋友都是买的**电脑，先前用的**笔记本，感觉好多的软件都不能下载，所以就买了一个**。
2997,性价比,_,东西挺好，性价比也相当高，朋友都是买的**电脑，先前用的**笔记本，感觉好多的软件都不能下载，所以就买了一个**。
2998,_,发热,唉，，，发热严重，就单单用来工作的，不打游戏都这么热，开游戏还得了？
2998,_,严重,唉，，，发热严重，就单单用来工作的，不打游戏都这么热，开游戏还得了？
2998,_,不打游戏,唉，，，发热严重，就单单用来工作的，不打游戏都这么热，开游戏还得了？
2999,_,黑屏,2019年6月7号买的，今天黑屏死机开不了机，真无语。那么大的品牌，质量不敢恭维，望谨慎
2999,_,死机开不了机,2019年6月7号买的，今天黑屏死机开不了机，真无语。那么大的品牌，质量不敢恭维，望谨慎
3000,，效果,不错,电脑收到了，效果不错，一点都不卡，样式好看，画面清晰，值得购买
3000,样式,好看,电脑收到了，效果不错，一点都不卡，样式好看，画面清晰，值得购买
3000,画面,清晰,电脑收到了，效果不错，一点都不卡，样式好看，画面清晰，值得购买
3000,_,一点都不卡,电脑收到了，效果不错，一点都不卡，样式好看，画面清晰，值得购买
3001,系统,不好,不好系统不支持的软件太多以后不会在买**产品了大家支持国货
3002,售后,，快,键盘点z出现y，点y出现z，差评给电脑。好评给售后，快递小哥
3002,_,差评,键盘点z出现y，点y出现z，差评给电脑。好评给售后，快递小哥
3002,_,好评,键盘点z出现y，点y出现z，差评给电脑。好评给售后，快递小哥
3002,小哥,_,键盘点z出现y，点y出现z，差评给电脑。好评给售后，快递小哥
3003,外观,很美,外观材质：外观很美
