,id,id,Aspect_terms,Opinion_terms,Categories,Polarities
8803,3202,3202,_,死机,硬件&性能,负面
8804,3203,3203,屏幕,挺清晰,硬件&性能,正面
8805,3203,3203,反应,挺快,硬件&性能,正面
8806,3203,3203,_,很惊,整体,负面
8807,3203,3203,_,方便，满意,整体,正面
8808,3204,3204,性能,不错,硬件&性能,正面
8809,3204,3204,打游戏,不会卡,使用场景,正面
8810,3204,3204,_,很流畅,硬件&性能,正面
8811,3205,3205,整体,_,整体,中性
8812,3205,3205,_,糊口,硬件&性能,负面
8813,3205,3205,_,不容,硬件&性能,负面
8814,3206,3206,风扇声音,有点大,硬件&性能,负面
8815,3206,3206,_,还可以,整体,正面
8816,3207,3207,运行,流畅,硬件&性能,正面
8817,3207,3207,外观,满意,外观,正面
8818,3207,3207,吃鸡,特别好用,使用场景,正面
8819,3207,3207,显卡效果,_,硬件&性能,正面
8820,3207,3207,画面,_,硬件&性能,正面
8821,3207,3207,外观材质,_,外观,正面
8822,3207,3207,_,不卡顿,硬件&性能,正面
8823,3208,3208,_,降价,价格,负面
8824,3208,3208,_,垃圾,整体,负面
8825,3209,3209,性价比,高,价格,正面
8826,3209,3209,办公,很棒,使用场景,正面
8827,3209,3209,_,很新,整体,正面
8828,3209,3209,_,白色,外观,正面
8829,3209,3209,_,大气,整体,正面
8830,3210,3210,物流速度,快,物流,正面
8831,3210,3210,_,很好,整体,正面
8832,3210,3210,_,别中意,整体,正面
8833,3211,3211,运行速度,快,硬件&性能,正面
8834,3211,3211,外观,很赞,外观,正面
8835,3211,3211,客服态度,好,服务,正面
8836,3211,3211,材质,不错,外观,正面
8837,3212,3212,_,非常棒,整体,正面
8838,3212,3212,_,非常不错,整体,正面
8839,3213,3213,_,真的没脾气,整体,负面
8840,3213,3213,屏线松,_,硬件&性能,负面
8841,3214,3214,运行,流畅,硬件&性能,正面
8842,3214,3214,，续航,还可以,外观,正面
8843,3214,3214,质量,有保证,整体,正面
8844,3215,3215,电量,很耐用,整体,负面
8845,3215,3215,_,便宜,价格,负面
8846,3216,3216,性能,不错,硬件&性能,正面
8847,3216,3216,_,好评,整体,正面
8848,3217,3217,,没有摄像头，没有网线接口，鼠标还有包包啥的都要另配，激活退不了了，没办法将就用。,整体,负面
8849,3218,3218,网速,流畅,硬件&性能,正面
8850,3218,3218,_,很快,硬件&性能,正面
8851,3218,3218,_,是正品,真伪,正面
8852,3219,3219,显卡效果,好,硬件&性能,正面
8853,3219,3219,外观,大,外观,正面
8854,3219,3219,_,喜欢,整体,正面
8855,3220,3220,卖家,很好,整体,正面
8856,3221,3221,外观,不错,外观,正面
8857,3221,3221,_,挺好的,整体,正面
8858,3222,3222,_,不错,整体,正面
8859,3222,3222,_,物超所值,价格,正面
8860,3223,3223,物流,很快,物流,正面
8861,3223,3223,运行,_,硬件&性能,负面
8862,3224,3224,质量,不错,整体,正面
8863,3224,3224,性价比,高,价格,正面
8864,3224,3224,_,很流畅,硬件&性能,正面
8865,3225,3225,,还好吧，高要求需谨慎,整体,负面
8866,3226,3226,包装,完好,包装,正面
8867,3226,3226,网速,很好,硬件&性能,正面
8868,3226,3226,看电视,不卡，,使用场景,正面
8869,3226,3226,上网,_,整体,正面
8870,3226,3226,玩游戏,_,使用场景,正面
8871,3227,3227,键盘,反人类,硬件&性能,负面
8872,3228,3228,运行,流畅,硬件&性能,正面
8873,3228,3228,_,非常不错,整体,正面
8874,3229,3229,ord编辑,有点卡,使用场景,负面
8875,3230,3230,_,满意,整体,正面
8876,3230,3230,_,不错,整体,正面
8877,3231,3231,性能,还不错,硬件&性能,正面
8878,3232,3232,质感,很喜欢,外观,正面
8879,3232,3232,_,非常好,整体,正面
8880,3232,3232,_,很有,整体,正面
8881,3233,3233,_,，差评,整体,负面
8882,3234,3234,性能,好,硬件&性能,正面
8883,3234,3234,性价比,高,价格,正面
8884,3234,3234,外观,很漂亮,外观,正面
8885,3234,3234,物流,快,物流,正面
8886,3234,3234,_,很满意,整体,正面
8887,3235,3235,外观,精美,外观,正面
8888,3235,3235,做工,_,外观,正面
8889,3235,3235,性能,_,硬件&性能,正面
8890,3235,3235,_,一点也不卡,硬件&性能,正面
8891,3235,3235,_,很满意,整体,正面
8892,3236,3236,客服,还好,服务,负面
8893,3236,3236,客服,_,服务,负面
8894,3236,3236,_,没有差评,整体,负面
8895,3236,3236,_,堆问题,整体,负面
8896,3237,3237,候速度,挺快,硬件&性能,正面
8897,3237,3237,玩游戏,_,使用场景,正面
8898,3237,3237,_,一点也不卡,硬件&性能,正面
8899,3237,3237,_,挺薄,硬件&性能,正面
8900,3237,3237,_,方便携带,外观,正面
8901,3238,3238,声音,差,硬件&性能,负面
8902,3238,3238,声音,_,硬件&性能,负面
8903,3239,3239,外观,很好,外观,正面
8904,3239,3239,画面,很清晰,硬件&性能,正面
8905,3239,3239,散热功能,_,硬件&性能,负面
8906,3240,3240,价格,便宜划算，物超所值,价格,正面
8907,3241,3241,态度,比较满意,真伪,正面
8908,3242,3242,外观,大气精致,外观,正面
8909,3242,3242,网速,快,硬件&性能,正面
8910,3242,3242,_,非常喜欢,整体,正面
8911,3242,3242,_,不卡机,硬件&性能,正面
8912,3242,3242,_,物有所值,价格,正面
8913,3243,3243,_,可以,整体,正面
8914,3244,3244,画质,清晰,硬件&性能,正面
8915,3244,3244,散热,_,硬件&性能,负面
8916,3244,3244,续航能,_,硬件&性能,正面
8917,3244,3244,_,好评,整体,正面
8918,3245,3245,办公,用，大爱,使用场景,正面
8919,3245,3245,_,不错,整体,正面
8920,3246,3246,质量,很好,整体,正面
8921,3246,3246,包装,完整款式,包装,正面
8922,3246,3246,价格,实惠,价格,正面
8923,3246,3246,_,好看,外观,正面
8924,3247,3247,画面,清晰,硬件&性能,正面
8925,3247,3247,运行,流畅,硬件&性能,正面
8926,3247,3247,打游戏,不卡,使用场景,正面
8927,3247,3247,_,非常满意,整体,正面
8928,3248,3248,办公,很合适,使用场景,正面
8929,3248,3248,包装,挺好的,包装,正面
8930,3248,3248,_,很好，用,整体,正面
8931,3248,3248,_,挺喜欢的,整体,正面
8932,3249,3249,手感,非一般,外观,正面
8933,3250,3250,质量,挺好,整体,正面
8934,3250,3250,使用,不卡,使用场景,正面
8935,3250,3250,_,挺喜欢的,整体,正面
8936,3251,3251,手感,_,外观,正面
8937,3251,3251,_,超强,整体,正面
8938,3251,3251,鼠标,_,硬件&性能,负面
8939,3252,3252,包装,很好,包装,正面
8940,3252,3252,物流,很快,物流,正面
8941,3252,3252,，服务态度,很好,服务,正面
8942,3252,3252,_,正品,整体,正面
8943,3253,3253,做表格,很好用,使用场景,负面
8944,3253,3253,型游戏,不玩大,使用场景,负面
8945,3253,3253,客服,_,服务,负面
8946,3253,3253,_,不错,整体,中性
8947,3254,3254,,小问题不断客服就是这么解决问题的?!,整体,负面
8948,3255,3255,质量,不错,整体,正面
8949,3255,3255,_,很满意,整体,正面
8950,3256,3256,包邮,真的极快,价格,正面
8951,3257,3257,开机速度,很快,硬件&性能,正面
8952,3257,3257,屏幕显示色,_,硬件&性能,正面
8953,3257,3257,_,很舒服,整体,正面
8954,3257,3257,_,比较正,整体,正面
8955,3258,3258,外形,美观好看,外观,正面
8956,3258,3258,操作,灵敏,使用场景,正面
8957,3258,3258,反应,快,硬件&性能,正面
8958,3258,3258,性价比,很高,价格,正面
8959,3258,3258,_,不错,整体,正面
8960,3258,3258,_,很好,整体,正面
8961,3259,3259,散热,_,硬件&性能,负面
8962,3260,3260,运行,流畅,硬件&性能,正面
8963,3260,3260,_,不卡顿,硬件&性能,正面
8964,3260,3260,_,满意,整体,正面
8965,3261,3261,外观,不错,外观,正面
8966,3261,3261,运行,太慢,硬件&性能,负面
8967,3261,3261,快递,不送,物流,负面
8968,3262,3262,性价比,较高,价格,正面
8969,3262,3262,_,非常满意,整体,正面
8970,3262,3262,_,很喜欢,整体,正面
8971,3263,3263,物流,快,物流,正面
8972,3263,3263,性价比,高,价格,正面
8973,3263,3263,_,是正品,使用场景,负面
8974,3264,3264,外观,不错,外观,正面
8975,3264,3264,画面,卡顿,硬件&性能,正面
8976,3264,3264,游戏,_,使用场景,正面
8977,3265,3265,_,不了,硬件&性能,负面
8978,3265,3265,_,一直发热,硬件&性能,负面
8979,3266,3266,开机,黑屏,硬件&性能,负面
8980,3267,3267,开机速度,挺快,硬件&性能,正面
8981,3267,3267,外观,很漂亮,外观,正面
8982,3267,3267,_,不会卡,硬件&性能,正面
8983,3268,3268,_,完美,整体,负面
8984,3269,3269,玩游戏,还好,使用场景,正面
8985,3269,3269,_,一般,整体,中性
8986,3270,3270,物流,快,物流,正面
8987,3270,3270,，服务,好,服务,负面
8988,3270,3270,_,很好,整体,负面
8989,3270,3270,_,不卡,硬件&性能,负面
8990,3271,3271,_,黑屏,硬件&性能,负面
8991,3272,3272,游戏,自动关机,硬件&性能,负面
8992,3273,3273,,宝贝收到了，比实体店便宜多了，值得推荐,整体,正面
8993,3274,3274,_,卡死,硬件&性能,负面
8994,3275,3275,内存,太小,硬件&性能,负面
8995,3276,3276,_,很漂亮，轻巧便捷,外观,正面
8996,3277,3277,_,不错,整体,负面
8997,3277,3277,_,比较喜欢,整体,负面
8998,3278,3278,服务,很贴心,服务,正面
8999,3279,3279,性能,杠杠的,硬件&性能,正面
9000,3279,3279,外观,特别好看,外观,正面
9001,3279,3279,_,特别强,其他,正面
9002,3280,3280,_,么省么，差评,整体,负面
9003,3281,3281,打游戏,超快,使用场景,正面
9004,3281,3281,_,很喜欢,整体,正面
9005,3282,3282,_,有印,外观,负面
9006,3282,3282,_,划痕！,外观,负面
9007,3283,3283,_,非常满意,整体,正面
9008,3283,3283,_,真的很喜欢,整体,正面
9009,3283,3283,_,很不错,整体,正面
9010,3283,3283,_,很满意,整体,正面
9011,3284,3284,_,损坏,整体,正面
9012,3284,3284,_,好用,整体,正面
9013,3284,3284,_,非常满意,整体,正面
9014,3285,3285,性能,不错,硬件&性能,正面
9015,3285,3285,外观,漂亮,外观,正面
9016,3285,3285,显示,正常,硬件&性能,正面
9017,3285,3285,屏幕,_,硬件&性能,正面
9018,3286,3286,包装,_,包装,正面
9019,3286,3286,快递,_,价格,正面
9020,3287,3287,运行速度,快,硬件&性能,正面
9021,3287,3287,内存空间,大,硬件&性能,正面
9022,3287,3287,画质,清晰,硬件&性能,正面
9023,3287,3287,玩网游,不卡,使用场景,正面
9024,3287,3287,_,很薄,外观,正面
9025,3288,3288,_,还行,整体,正面
9026,3289,3289,_,不好,整体,负面
9027,3289,3289,_,不好用,整体,负面
9028,3290,3290,,刚买就降价，啥情况？机器还没打开，不知道怎么样，过段时间再评价,整体,负面
9029,3291,3291,网速,快,硬件&性能,正面
9030,3291,3291,_,出乎意,整体,正面
9031,3291,3291,_,超薄,外观,正面
9032,3291,3291,_,方便携带,外观,正面
9033,3291,3291,_,不显卡,硬件&性能,正面
9034,3291,3291,_,主要,硬件&性能,正面
9035,3291,3291,_,实惠,价格,正面
9036,3292,3292,按键,灵敏,硬件&性能,正面
9037,3292,3292,声音,清晰,硬件&性能,正面
9038,3292,3292,显示效果,很不错,硬件&性能,正面
9039,3293,3293,网速,很快,硬件&性能,正面
9040,3293,3293,_,很喜欢,整体,正面
9041,3293,3293,_,，棒棒,整体,正面
9042,3294,3294,反应,容易死机,硬件&性能,负面
9043,3295,3295,_,批，买完就降价,价格,负面
9044,3296,3296,性能,不错,硬件&性能,正面
9045,3296,3296,价格,优惠,价格,正面
9046,3296,3296,_,是正品,真伪,正面
9047,3297,3297,屏幕,太垃圾,硬件&性能,负面
9048,3297,3297,_,气太差,整体,负面
9049,3298,3298,性价比,非常高,价格,正面
9050,3298,3298,_,很好,整体,正面
9051,3298,3298,_,很流畅,硬件&性能,正面
9052,3298,3298,_,非常值,物流,正面
9053,3299,3299,外壳,难看点，功能,硬件&性能,负面
9054,3299,3299,_,挺强大的,整体,负面
9055,3300,3300,物流,很快,物流,正面
9056,3300,3300,包装,完整,包装,正面
9057,3300,3300,游戏,足够了,使用场景,正面
9058,3300,3300,运行,蛮不错,硬件&性能,正面
9059,3300,3300,玩游戏,一般,服务,正面
9060,3300,3300,_,不是,整体,中性
9061,3301,3301,质量,很好,整体,正面
9062,3301,3301,外形,超薄美,外观,正面
9063,3301,3301,运行,快,硬件&性能,正面
9064,3301,3301,_,很满意,整体,正面
9065,3302,3302,配件,没有。差评,物流,正面
9066,3302,3302,散热能,_,硬件&性能,负面
9067,3303,3303,,现在的电脑真便宜😊，开机玩些网络游戏了。使命召唤也玩的没问题，个人感觉良好。用断时间再来,整体,正面
9068,3304,3304,物流,很快,物流,正面
9069,3304,3304,_,很好,整体,正面
9070,3304,3304,_,nice,整体,正面
9071,3304,3304,_,好评,整体,正面
9072,3305,3305,做工,挺好,整体,负面
9073,3305,3305,、清晰度,很差,硬件&性能,负面
9074,3305,3305,_,很差,整体,负面
9075,3306,3306,质量,很好,整体,正面
9076,3306,3306,_,不卡顿,硬件&性能,正面
9077,3306,3306,_,很流畅,硬件&性能,正面
9078,3307,3307,外观,漂亮，大小,外观,正面
9079,3307,3307,_,顺畅,硬件&性能,负面
9080,3307,3307,_,咯咯的异响,硬件&性能,负面
9081,3308,3308,运行速度,很快,硬件&性能,正面
9082,3308,3308,画面,清晰,硬件&性能,正面
9083,3309,3309,性能,好,硬件&性能,正面
9084,3309,3309,运行速度,很快,硬件&性能,正面
9085,3309,3309,性价比,高,价格,正面
9086,3310,3310,_,垃圾,整体,负面
9087,3311,3311,_,坏了,整体,负面
9088,3312,3312,运行速度,快,硬件&性能,正面
9089,3312,3312,_,很好用,整体,正面
9090,3312,3312,_,不发热,硬件&性能,正面
9091,3313,3313,性价比,最高,价格,正面
9092,3313,3313,外观,还可以,外观,正面
9093,3313,3313,做工,_,外观,负面
9094,3314,3314,质量,_,整体,正面
9095,3315,3315,_,挺不错的,整体,正面
9096,3316,3316,_,很满意,整体,正面
9097,3317,3317,_,，差评,整体,负面
9098,3317,3317,_,，垃圾,整体,负面
9099,3318,3318,质量,很棒，满意,整体,正面
9100,3318,3318,_,很精致,外观,正面
9101,3319,3319,包装,很严实,包装,正面
9102,3319,3319,外观,大气,外观,正面
9103,3319,3319,价格,便宜,价格,正面
9104,3319,3319,清晰度,高，,硬件&性能,正面
9105,3319,3319,_,没有损坏,整体,正面
9106,3320,3320,外观,很好看,外观,正面
9107,3320,3320,性比,价高,价格,正面
9108,3320,3320,开机速度,很快,硬件&性能,正面
9109,3320,3320,玩游戏,一点都不卡,使用场景,正面
9110,3321,3321,手感,很不错,外观,正面
9111,3321,3321,反应,很快,硬件&性能,正面
9112,3322,3322,_,不错,整体,正面
9113,3322,3322,开机,_,硬件&性能,负面
9114,3323,3323,开机,黑屏,硬件&性能,负面
9115,3324,3324,性能,挺好,硬件&性能,正面
9116,3324,3324,玩游戏,不卡,使用场景,正面
9117,3324,3324,_,不错,整体,正面
9118,3325,3325,看视频居,卡住了，,使用场景,负面
9119,3326,3326,,支持国货，用了段时间，相当不错！,整体,正面
9120,3327,3327,卖家服务态度,很好,服务,正面
9121,3327,3327,物流,快,物流,正面
9122,3327,3327,_,真的很不错,整体,正面
9123,3327,3327,_,非常满意,整体,正面
9124,3328,3328,性能,非常好,硬件&性能,正面
9125,3328,3328,容量,大,硬件&性能,正面
9126,3328,3328,功能,强大,整体,正面
9127,3328,3328,外观设计,太满意,外观,正面
9128,3328,3328,_,一点也不卡,硬件&性能,正面
9129,3329,3329,性能,不错,硬件&性能,正面
9130,3329,3329,运行速度,还不错,硬件&性能,正面
9131,3329,3329,包装,_,包装,正面
9132,3329,3329,_,损坏，,外观,正面
9133,3330,3330,起游戏,一点也不卡,使用场景,正面
9134,3330,3330,操作,很顺手,使用场景,正面
9135,3331,3331,外观,漂亮,外观,正面
9136,3331,3331,适应,很喜欢,外观,正面
9137,3331,3331,性能,_,硬件&性能,正面
9138,3331,3331,工作游戏,_,使用场景,正面
9139,3332,3332,开机速度,杠杠的,硬件&性能,正面
9140,3332,3332,_,不错,整体,正面
9141,3333,3333,性能,强大,硬件&性能,正面
9142,3333,3333,运行速度,快,硬件&性能,正面
9143,3333,3333,_,非常炫酷,外观,正面
9144,3334,3334,画质,清晰,硬件&性能,正面
9145,3334,3334,运行,流畅,硬件&性能,正面
9146,3334,3334,内存,够大,硬件&性能,正面
9147,3334,3334,玩吃鸡,妥妥的，,使用场景,正面
9148,3334,3334,_,非常值,价格,正面
9149,3335,3335,性能,不错,硬件&性能,正面
9150,3335,3335,颜色,好看,外观,正面
9151,3335,3335,_,一点不卡,硬件&性能,负面
9152,3335,3335,外形,_,外观,正面
9153,3335,3335,_,不错,整体,正面
9154,3336,3336,运动,流畅,硬件&性能,正面
9155,3336,3336,开机,快,硬件&性能,正面
9156,3336,3336,设计,_,外观,正面
9157,3336,3336,_,挺满意,整体,正面
9158,3337,3337,，服务态度,差评,服务,负面
9159,3337,3337,鼠标,_,硬件&性能,负面
9160,3338,3338,_,蓝屏,硬件&性能,负面
9161,3338,3338,_,不太好,整体,负面
9162,3339,3339,外形,很好看,外观,正面
9163,3339,3339,_,特别喜欢,整体,正面
9164,3339,3339,_,不卡,硬件&性能,正面
9165,3339,3339,_,很好,整体,正面
9166,3339,3339,_,很满意,整体,正面
9167,3340,3340,运行速度,快,硬件&性能,正面
9168,3341,3341,卖家服务,很好,服务,正面
9169,3341,3341,小哥,挺给力,整体,正面
9170,3341,3341,_,不错,整体,正面
9171,3341,3341,快递,_,价格,正面
9172,3342,3342,_,还可以,整体,正面
9173,3343,3343,屏幕清晰度,不够,硬件&性能,正面
9174,3343,3343,偶尔,卡顿,硬件&性能,负面
9175,3343,3343,噪音,卡,硬件&性能,负面
9176,3344,3344,_,实惠,价格,正面
9177,3345,3345,性能,很好,硬件&性能,正面
9178,3345,3345,外观,漂亮,外观,正面
9179,3345,3345,玩游戏,不卡,使用场景,正面
9180,3346,3346,运行,太慢,硬件&性能,负面
9181,3347,3347,_,降了,价格,负面
9182,3347,3347,价格,_,价格,负面
9183,3348,3348,把游戏,一点也不卡,使用场景,正面
9184,3348,3348,性价比,很高,价格,正面
9185,3348,3348,_,很顺畅,硬件&性能,正面
9186,3349,3349,质量,不错,整体,正面
9187,3349,3349,画质,清晰,硬件&性能,正面
9188,3349,3349,卖家服务,非常好,服务,负面
9189,3349,3349,_,流畅,硬件&性能,负面
9190,3349,3349,_,好评,整体,正面
9191,3350,3350,外观,很漂亮,外观,正面
9192,3350,3350,_,很大气,外观,正面
9193,3350,3350,_,不卡机,硬件&性能,正面
9194,3350,3350,_,满意,整体,正面
9195,3351,3351,物流,很快,物流,正面
9196,3351,3351,_,不错,整体,正面
9197,3352,3352,_,刚买完就降价,价格,负面
9198,3353,3353,_,很差,整体,负面
9199,3353,3353,赠品,_,价格,负面
9200,3354,3354,性能,强大,硬件&性能,正面
9201,3354,3354,外型,时尚,外观,正面
9202,3354,3354,_,很好,整体,正面
9203,3354,3354,_,很满意,整体,正面
9204,3355,3355,,电脑屏幕太小了，退货要115天才能退款！客服我不行，半天没回信息。购物体验差,整体,正面
9205,3356,3356,外观,精致,外观,正面
9206,3356,3356,性价比,很高,价格,正面
9207,3356,3356,_,很清晰,硬件&性能,正面
9208,3356,3356,_,很流畅不卡顿,硬件&性能,正面
9209,3357,3357,质量,很好,整体,正面
9210,3357,3357,反应速度,快,硬件&性能,正面
9211,3357,3357,_,满意,整体,正面
9212,3358,3358,速度,很快,硬件&性能,正面
9213,3358,3358,玩游戏,一点都不卡,使用场景,正面
9214,3359,3359,物流,快,物流,正面
9215,3359,3359,图像,清晰,使用场景,正面
9216,3359,3359,外观设计,档次,外观,正面
9217,3359,3359,_,不太重容,硬件&性能,负面
9218,3359,3359,_,易携带,外观,正面
9219,3359,3359,_,不刺眼,整体,正面
9220,3359,3359,_,特别流畅,物流,正面
9221,3359,3359,_,一点都不卡机,硬件&性能,正面
9222,3360,3360,网速,快,硬件&性能,正面
9223,3360,3360,_,不卡顿,硬件&性能,正面
9224,3360,3360,_,挺不错,整体,正面
9225,3361,3361,质量,不错,整体,正面
9226,3361,3361,反应,_,硬件&性能,正面
9227,3361,3361,_,满意,整体,正面
9228,3362,3362,颜色,一般,外观,正面
9229,3362,3362,_,还行,整体,负面
9230,3363,3363,售后,很慢,服务,负面
9231,3363,3363,性价比,不高,价格,负面
9232,3363,3363,噪音,_,硬件&性能,负面
9233,3364,3364,客服服务态度,很好,服务,负面
9234,3364,3364,物有所值,_,价格,正面
9235,3365,3365,使用感,很好,整体,正面
9236,3365,3365,_,真心实意,整体,正面
9237,3366,3366,质量,很好,整体,正面
9238,3366,3366,画面,清晰,硬件&性能,正面
9239,3366,3366,_,流畅，敏感度,硬件&性能,正面
9240,3366,3366,_,高,外观,正面
9241,3367,3367,运行,很流畅,硬件&性能,正面
9242,3367,3367,看电影,很快,使用场景,正面
9243,3367,3367,_,非常喜欢,整体,正面
9244,3368,3368,_,圾，差评,整体,负面
9245,3368,3368,_,问失败,整体,负面
9246,3369,3369,候声音,有点大,硬件&性能,正面
9247,3369,3369,打开应,_,硬件&性能,正面
9248,3369,3369,_,有点卡,硬件&性能,正面
9249,3369,3369,_,还行,整体,正面
9250,3370,3370,携带,方便,外观,正面
9251,3370,3370,价格,实惠,价格,正面
9252,3370,3370,大小,_,整体,负面
9253,3370,3370,_,很满意,整体,正面
9254,3371,3371,配置,很好,硬件&性能,正面
9255,3371,3371,_,流畅不卡,硬件&性能,正面
9256,3371,3371,_,不错,整体,正面
9257,3372,3372,性能,很不错,硬件&性能,正面
9258,3372,3372,_,正品,真伪,正面
9259,3372,3372,_,一点都不卡顿,硬件&性能,正面
9260,3372,3372,_,非常流畅,硬件&性能,正面
9261,3373,3373,开机,挺快,硬件&性能,正面
9262,3373,3373,画面,很清晰,硬件&性能,正面
9263,3373,3373,玩游戏,比较流畅,使用场景,正面
9264,3373,3373,_,很不错,整体,正面
9265,3374,3374,外观,漂亮,外观,正面
9266,3374,3374,反应速度,慢,硬件&性能,负面
9267,3374,3374,_,经常打,其他,负面
9268,3375,3375,_,非常失望噪音,硬件&性能,负面
9269,3376,3376,性价比,高,价格,正面
9270,3376,3376,_,满意,整体,正面
9271,3377,3377,_,还以,整体,正面
9272,3378,3378,充电器,很烫,硬件&性能,负面
9273,3378,3378,质量,_,整体,负面
9274,3379,3379,质量,一般,整体,负面
9275,3379,3379,屏幕,有坏点,硬件&性能,负面
9276,3380,3380,办公,很好的,使用场景,正面
9277,3380,3380,快递,_,价格,正面
9278,3380,3380,迅速,_,硬件&性能,正面
9279,3381,3381,,聊个~听个歌就给我死机啦？？？刚买第一天,整体,负面
9280,3382,3382,性价比,超高,价格,正面
9281,3382,3382,外观,很漂亮,外观,正面
9282,3382,3382,_,不卡机,硬件&性能,正面
9283,3383,3383,,用了几次，没有发现问题,整体,正面
9284,3384,3384,速度,快,硬件&性能,正面
9285,3384,3384,_,挺好的,整体,正面
9286,3385,3385,散热,太差,硬件&性能,负面
9287,3385,3385,_,特别的烫,硬件&性能,负面
9288,3386,3386,画面,清晰,硬件&性能,正面
9289,3386,3386,外观,好看,外观,正面
9290,3386,3386,按键,灵活,硬件&性能,正面
9291,3386,3386,运行速度,快,硬件&性能,正面
9292,3387,3387,_,黑屏,硬件&性能,负面
9293,3388,3388,外观,时尚,外观,正面
9294,3388,3388,价格,经很不错,价格,正面
9295,3388,3388,处理器偏,_,整体,负面
9296,3389,3389,性价比,很高,价格,正面
9297,3389,3389,反应,很快,硬件&性能,正面
9298,3390,3390,接口,很难插,硬件&性能,负面
9299,3391,3391,_,死机,硬件&性能,负面
9300,3392,3392,反应,很快,硬件&性能,正面
9301,3392,3392,_,很方便，,外观,正面
9302,3393,3393,性能,很好,硬件&性能,正面
9303,3393,3393,开机,很快,硬件&性能,正面
9304,3393,3393,画面,很清晰,硬件&性能,正面
9305,3393,3393,_,很新，不错,整体,正面
9306,3394,3394,散热,快,硬件&性能,正面
9307,3394,3394,携带,不卡顿,硬件&性能,正面
9308,3394,3394,_,超薄,外观,正面
9309,3394,3394,_,很给力,整体,正面
9310,3394,3394,_,很喜欢,整体,正面
9311,3395,3395,性能,不错,硬件&性能,正面
9312,3395,3395,_,很轻薄,外观,正面
9313,3395,3395,_,方便携带,外观,正面
9314,3395,3395,_,非常棒,整体,正面
9315,3396,3396,质量,_,整体,正面
9316,3397,3397,携带,非常方便,外观,正面
9317,3397,3397,外观,挺精致,外观,正面
9318,3397,3397,运行,很快,硬件&性能,正面
9319,3397,3397,_,很轻巧,外观,正面
9320,3398,3398,售后服务,非常好,服务,正面
9321,3398,3398,软件体验效果,非常差，色,使用场景,负面
9322,3398,3398,_,很烂,整体,正面
9323,3399,3399,_,很好,整体,正面
9324,3399,3399,_,很流畅,硬件&性能,正面
9325,3400,3400,性价比,高,价格,正面
9326,3400,3400,质量,好不错,整体,正面
9327,3400,3400,_,精致,外观,正面
9328,3401,3401,_,很喜欢,整体,正面
9329,3401,3401,_,很好用,整体,正面
9330,3402,3402,,花四千多块钱买个电脑连个包都不送，而且送货时间还不是地址上的时间送到了晚了一天。,整体,负面
9331,3403,3403,服务,_,服务,负面
9332,3404,3404,包装,严实无破损,包装,正面
9333,3404,3404,显卡,清晰,硬件&性能,正面
9334,3404,3404,运行速度,挺快,硬件&性能,正面
9335,3404,3404,性能,不错,硬件&性能,正面
9336,3405,3405,运行,还流畅,硬件&性能,正面
9337,3405,3405,_,还不错,整体,正面
9338,3406,3406,速度,快,硬件&性能,正面
9339,3406,3406,价位,超值,价格,正面
9340,3406,3406,外观,好看,外观,正面
9341,3407,3407,电池,太不耐用,硬件&性能,负面
9342,3408,3408,玩游戏,很流畅,使用场景,正面
9343,3408,3408,服务,很周到,服务,正面
9344,3408,3408,_,很好,整体,正面
9345,3408,3408,_,一点也不卡,硬件&性能,正面
9346,3409,3409,开机速度,很快,硬件&性能,正面
9347,3409,3409,价格,不贵,价格,正面
9348,3409,3409,_,很流畅,硬件&性能,正面
9349,3410,3410,反应,快,硬件&性能,正面
9350,3410,3410,屏幕,高,硬件&性能,负面
9351,3410,3410,_,是正品,整体,中性
9352,3410,3410,_,很满意,整体,正面
9353,3411,3411,性价比,高,价格,正面
9354,3411,3411,快递,很快,物流,正面
9355,3411,3411,_,不错,整体,正面
9356,3412,3412,_,没有,整体,负面
9357,3412,3412,_,一般,整体,中性
9358,3413,3413,整体效果,不错,整体,正面
9359,3413,3413,价格,实惠,价格,正面
9360,3413,3413,性能,好,硬件&性能,正面
9361,3414,3414,屏幕,卡住了，,硬件&性能,负面
9362,3414,3414,_,垃圾,整体,负面
9363,3415,3415,运行,挺好的,硬件&性能,正面
9364,3416,3416,性价比,不高,价格,负面
9365,3417,3417,_,，赞,整体,正面
9366,3418,3418,运行,流畅,硬件&性能,正面
9367,3418,3418,游戏画面,很清晰,硬件&性能,正面
9368,3418,3418,外观,漂亮,外观,正面
9369,3418,3418,材质,很好,外观,正面
9370,3418,3418,性能,_,硬件&性能,正面
9371,3418,3418,_,，不卡顿,硬件&性能,正面
9372,3418,3418,_,卡,硬件&性能,正面
9373,3419,3419,偶尔,卡顿,硬件&性能,负面
9374,3419,3419,_,卡顿,硬件&性能,负面
9375,3420,3420,运行,流畅,硬件&性能,正面
9376,3420,3420,_,超强,整体,正面
9377,3420,3420,_,喜欢,整体,正面
9378,3421,3421,性能,特别好,硬件&性能,正面
9379,3421,3421,速度,特别快,硬件&性能,正面
9380,3421,3421,材质,非常好,外观,正面
9381,3421,3421,_,不卡,硬件&性能,正面
9382,3421,3421,包装,_,包装,正面
9383,3421,3421,_,无破损,价格,正面
9384,3421,3421,_,非常满意,整体,正面
9385,3422,3422,性价比,很高,价格,正面
