id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
11429,送货,21,23,超级快,23,26,物流,正面
11430,防晒效果,0,4,_, , ,功效,中性
11431,_, , ,会卡粉,7,10,功效,负面
11431,_, , ,一点都不自然,18,24,功效,负面
11432,_, , ,很好,0,2,整体,正面
11433,价格,15,17,最划算,22,25,价格,正面
11433,赠品,18,20,最划算,22,25,价格,正面
11434,_, , ,好,12,13,整体,正面
11434,价格,14,16,便宜,20,22,价格,正面
11434,_, , ,满意,23,25,整体,正面
11435,_, , ,非常满意,0,4,整体,正面
11436,_, , ,挺好的,2,5,整体,正面
11437,包装,2,4,没有,5,7,包装,负面
11437,_, , ,真假很难说,13,18,真伪,中性
11438,_, , ,很小,0,2,尺寸,负面
11439,_, , ,很好用,0,3,整体,正面
11440,_, , ,还不错,2,5,整体,正面
11441,_, , ,太好了,13,16,整体,正面
11442,_, , ,很好用,0,3,整体,正面
11443,_, , ,便宜,14,16,价格,正面
11444,速度,0,2,值得点赞,2,6,物流,正面
11444,_, , ,五星好评,11,15,整体,正面
11445,_, , ,很喜欢,13,16,整体,正面
11445,_, , ,挺好用的,8,12,整体,正面
11446,包装,6,8,_, , ,包装,正面
11446,滋润度,16,19,正好,23,25,使用体验,正面
11446,增白效果,32,36,不喜欢,37,40,功效,负面
11447,_, , ,细细的,2,5,尺寸,正面
11447,_, , ,挺好用的,5,9,整体,正面
11447,_, , ,挺喜欢的,15,19,整体,正面
11447,_, , ,物美价廉,20,24,价格,正面
11448,_, , ,好用,5,7,整体,正面
11448,_, , ,好实惠,8,11,价格,正面
11449,_, , ,满意,0,2,整体,正面
11449,_, , ,好用,3,5,整体,正面
11450,_, , ,一点也不用,5,10,整体,负面
11451,_, , ,不错,0,2,整体,正面
11452,吸收情况,8,12,很快,15,17,功效,正面
11452,_, , ,还不错,36,39,整体,正面
11453,_, , ,不好看,0,3,整体,负面
11453,草莓色,14,17,不一样,21,24,功效,负面
11454,_, , ,很好用,8,11,整体,正面
11455,香味,8,10,太重,11,13,气味,负面
11455,_, , ,一般般,0,3,整体,中性
11456,物流,8,10,非常快,10,13,物流,正面
11456,包装,14,16,很好,16,18,包装,正面
11457,_, , ,很好用,0,3,整体,正面
11457,_, , ,很适合,4,7,其他,正面
11457,_, , ,更便宜,17,20,价格,负面
11458,赠品,9,11,_, , ,价格,正面
11459,_, , ,超好用,0,3,整体,正面
11460,物流,18,20,很快,21,23,物流,正面
11460,性价比,27,30,很高,30,32,价格,正面
11460,_, , ,很好,15,17,整体,正面
11461,味道,5,7,喜欢,2,4,气味,正面
11462,物流,0,2,很快,2,4,物流,正面
11462,上妆,5,7,服帖,7,9,功效,正面
11462,吃粉情况,10,14,有点严重,14,18,功效,负面
11462,吸水性,28,31,很好,31,33,使用体验,正面
11462,量,55,56,很大,56,58,其他,正面
11462,_, , ,比较方便,61,65,使用体验,正面
11462,_, , ,干净卫生,66,70,使用体验,正面
11462,_, , ,很便宜,71,74,价格,正面
11463,_, , ,还行,2,4,整体,正面
11464,_, , ,好用,0,2,整体,正面
11464,_, , ,很翘,9,11,功效,正面
11464,_, , ,携带方便,12,16,使用体验,正面
11465,_, , ,自然,13,15,功效,正面
11465,_, , ,挺好的,9,12,整体,正面
11465,_, , ,不显假,15,18,功效,正面
11466,_, , ,不油腻,5,8,使用体验,正面
11466,_, , ,不干,9,11,使用体验,正面
11466,_, , ,好用,2,4,整体,正面
11467,味道,0,2,特别大,2,5,气味,负面
11468,_, , ,好用,0,2,整体,正面
11468,_, , ,超级喜欢,11,15,整体,正面
11469,_, , ,假货,0,2,真伪,负面
11469,_, , ,很重的塑胶味,3,9,气味,负面
11470,_, , ,巨好用,4,7,整体,正面
11470,_, , ,喜欢,16,18,整体,正面
11471,_, , ,很不错,7,10,整体,正面
11471,_, , ,很方便,13,16,使用体验,正面
11471,_, , ,不刺激,17,20,使用体验,正面
11471,_, , ,越来越清洁,32,37,功效,正面
11472,_, , ,没啥变化,2,6,整体,负面
11473,_, , ,没有想象的好,0,6,整体,负面
11474,_, , ,挺满意的,6,10,整体,正面
11475,_, , ,很好用,2,5,整体,正面
11476,_, , ,清爽一点,36,40,使用体验,正面
11477,包装,4,6,很喜欢,6,9,包装,正面
11478,价格,0,2,有点小贵,2,6,价格,负面
11479,_, , ,不错,48,50,整体,正面
11480,_, , ,小巧,0,2,尺寸,正面
11480,_, , ,方便,2,4,使用体验,正面
11480,_, , ,挺好用的,4,8,整体,正面
11481,价格,11,13,实惠,13,15,价格,正面
11481,_, , ,不会干,18,21,使用体验,正面
11481,保持时间,22,26,较长,26,28,使用体验,正面
11482,_, , ,好评,0,2,整体,正面
11483,_, , ,很好,0,2,整体,正面
11484,活动,1,3,挺便宜的,8,12,价格,正面
11484,补水效果,19,23,很好,23,25,功效,正面
11485,_, , ,爱了,18,20,整体,正面
11485,_, , ,好用,0,2,整体,正面
11486,味道,6,8,挺淡,8,10,气味,正面
11486,味道,6,8,蛮好闻,10,13,气味,正面
11486,_, , ,有点黏黏,21,25,使用体验,中性
11486,_, , ,挺小只,27,30,尺寸,正面
11487,_, , ,比较强烈的刺痛感,23,31,使用体验,负面
11487,_, , ,吸收不了,32,36,功效,负面
11487,_, , ,有泛红,39,42,使用体验,负面
11487,_, , ,起一些小痘痘,43,49,使用体验,负面
11488,_, , ,挺润,4,6,使用体验,正面
11489,_, , ,是正品,2,5,真伪,正面
11490,_, , ,非常不错,9,13,整体,正面
11490,发货,15,17,非常给力,18,22,物流,正面
11490,_, , ,赞一下,24,27,整体,正面
11491,_, , ,还可以,0,3,整体,正面
11492,_, , ,不油腻,2,5,使用体验,正面
11493,_, , ,不错,2,4,整体,正面
11493,补水效果,8,12,非常好,12,15,功效,正面
11494,味道,0,2,特别重,2,5,气味,负面
11494,_, , ,很容易脱,8,12,功效,负面
11495,_, , ,优惠,25,27,价格,正面
11495,补水效果,28,32,挺不错的,32,36,功效,正面
11496,_, , ,不好用,0,3,整体,负面
11496,_, , ,越来越严重,8,13,使用体验,负面
11497,上妆效果,0,4,还可以,5,8,功效,正面
11498,活动,4,6,很划算,6,9,价格,正面
11498,_, , ,挺舒服,30,33,使用体验,正面
11499,控油,6,8,很不错,8,11,功效,正面
11499,_, , ,很喜欢,2,5,整体,正面
11500,_, , ,太差了,0,3,整体,负面
11501,精华,15,17,很多,17,19,成分,正面
11501,_, , ,很保湿,11,14,功效,正面
11502,_, , ,很不错,2,5,整体,正面
11502,活动,9,11,很划算,11,14,价格,正面
11502,赠品,15,17,很多,17,19,价格,正面
11502,_, , ,还可以,31,34,整体,正面
11503,_, , ,挺好用的,6,10,整体,正面
11504,_, , ,很好用,0,3,整体,正面
11505,物流,13,15,很快,16,18,物流,正面
11505,_, , ,清爽,10,12,使用体验,正面
11505,_, , ,还不错,0,3,整体,正面
11506,_, , ,很满意,5,8,整体,正面
11506,物流,9,11,很棒,15,17,物流,正面
11506,包装,11,13,很棒,15,17,包装,正面
11507,快递,0,2,蛮快的,2,5,物流,正面
11507,_, , ,很软,9,11,使用体验,正面
11508,_, , ,非常好,0,3,整体,正面
11508,_, , ,很满意,8,11,整体,正面
11508,_, , ,好评,16,18,整体,正面
11509,_, , ,很划算,6,9,价格,正面
11510,做工,0,2,很好,2,4,其他,正面
11510,_, , ,很自然,7,10,功效,正面
11510,_, , ,舒服不扎,18,22,使用体验,正面
11510,_, , ,最喜欢,23,26,整体,正面
11510,_, , ,满意,33,35,整体,正面
11511,上妆,0,2,比较轻薄,4,8,功效,正面
11511,控油力,18,21,不错,21,23,功效,正面
11512,_, , ,不错,2,4,整体,正面
11512,_, , ,很好,11,13,整体,正面
11513,_, , ,太香了,3,6,气味,负面
11514,_, , ,很好用,7,10,整体,正面
11515,_, , ,还可以,0,3,整体,正面
11516,_, , ,不错,0,2,整体,正面
11517,_, , ,很不错,8,11,整体,正面
11517,_, , ,有点淡,14,17,其他,中性
11518,_, , ,非常好,22,25,整体,正面
11519,颜色,3,5,不一样,5,8,功效,负面
11519,_, , ,很暗,12,14,功效,负面
11520,_, , ,很不错,10,13,整体,正面
11521,_, , ,水水的,7,10,使用体验,正面
11521,_, , ,很舒服,10,13,使用体验,正面
11521,活动,23,25,超划算,25,28,价格,正面
11522,_, , ,真差劲,2,5,整体,负面
11523,_, , ,很满意,0,3,整体,正面
11523,_, , ,很好,8,10,整体,正面
11524,_, , ,好吸收,0,3,使用体验,正面
11525,_, , ,爱了,6,8,整体,正面
11525,_, , ,好好,0,2,整体,正面
11525,店家,24,26,好温油,26,29,服务,正面
11525,_, , ,真棒,51,53,整体,正面
11526,_, , ,不错,7,9,整体,正面
11527,质量,0,2,挺好的,2,5,整体,正面
11528,_, , ,很清爽,0,3,使用体验,正面
11529,味道,30,32,淡淡的,32,35,气味,正面
11529,味道,30,32,很喜欢,35,38,气味,正面
11529,_, , ,留香很持久,42,47,功效,正面
11530,_, , ,假的,0,2,真伪,负面
11530,_, , ,差太多,9,12,整体,负面
11530,_, , ,拔干,14,16,使用体验,负面
11530,_, , ,香的不正常,20,25,气味,负面
11530,_, , ,让人闻恶心,27,32,气味,负面
11531,颜色,0,2,好看,2,4,功效,负面
11532,味道,16,18,挺好闻的,18,22,气味,正面
11532,_, , ,油油的,10,13,使用体验,负面
11533,味道,6,8,喜欢,0,2,气味,正面
11533,_, , ,很喜欢,17,20,整体,正面
11534,_, , ,很好看,0,3,整体,正面
11534,_, , ,喜欢,6,8,整体,正面
11535,_, , ,蛮喜欢的,22,26,整体,正面
11536,_, , ,不错,0,2,整体,正面
11537,_, , ,好用,0,2,整体,正面
11537,_, , ,很锋利,3,6,功效,正面
11537,_, , ,好评,7,9,整体,正面
11538,_, , ,很好用,8,11,整体,正面
11538,_, , ,清爽,26,28,使用体验,正面
11538,_, , ,不油腻,28,31,使用体验,正面
11539,态度,21,23,很好,23,25,整体,正面
11539,_, , ,正品,0,2,整体,正面
11540,_, , ,好评,23,25,整体,中性
11541,_, , ,超级好用,0,4,整体,正面
11542,_, , ,很好,2,4,整体,正面
11542,_, , ,不错,5,7,整体,正面
11543,_, , ,很好用,4,7,整体,正面
11543,_, , ,有美白的效果,8,14,功效,正面
11543,_, , ,不干,16,18,使用体验,正面
11543,_, , ,很自然,21,24,功效,正面
11544,_, , ,还好,2,4,整体,正面
11544,性价比,15,18,很高,18,20,价格,正面
11545,快递,10,12,给力,12,14,物流,正面
11546,拉长效果,0,4,很不错,4,7,功效,正面
11546,_, , ,比较浓密,9,13,功效,正面
11547,遮瑕,3,5,很好,7,9,功效,正面
11547,物流,10,12,很快,13,15,物流,正面
11547,_, , ,很满意,16,19,整体,正面
11548,质量,23,25,差的不行,25,29,整体,负面
11548,态度,34,36,差,36,37,服务,负面
11549,_, , ,很好用,0,3,整体,正面
11549,_, , ,很满意,4,7,整体,正面
11550,_, , ,特别轻薄,2,6,使用体验,正面
11550,_, , ,补水,8,10,功效,正面
11550,_, , ,透气,6,8,使用体验,正面
11551,补水效果,2,6,特别好,6,9,功效,正面
11552,刀片,0,2,很锋利,2,5,其他,正面
11552,_, , ,修不掉,14,17,功效,负面
11553,_, , ,不好用,0,3,整体,负面
11553,量,4,5,少,5,6,其他,负面
11554,_, , ,挺好的,0,3,整体,正面
11554,_, , ,很满意,32,35,整体,正面
11555,_, , ,不错,0,2,整体,正面
11555,_, , ,保湿,4,6,功效,正面
11556,_, , ,5分好评,24,28,整体,正面
11556,物流,20,22,快,22,23,物流,正面
11556,泡沫,7,9,丰富,9,11,使用体验,正面
11556,_, , ,好,0,1,整体,正面
11556,_, , ,干净,4,6,功效,正面
11556,_, , ,不是特紧绷,14,19,使用体验,正面
11557,补水保湿,22,26,很不错,31,34,功效,正面
11557,除螨效果,26,30,很不错,31,34,功效,正面
11558,_, , ,油腻,2,4,使用体验,负面
11559,_, , ,非常好,0,3,整体,正面
11559,_, , ,很满意,4,7,整体,正面
11559,物流,13,15,很快,15,17,物流,正面
11559,_, , ,不错,10,12,功效,正面
11560,_, , ,一般,0,2,整体,中性
11560,_, , ,挺小,10,12,尺寸,负面
11561,_, , ,很舒服,3,6,使用体验,正面
11562,_, , ,可以,0,2,整体,正面
11563,防晒效果,0,4,很好,18,20,功效,正面
11563,_, , ,很完美,29,32,整体,正面
11564,_, , ,好,5,6,整体,正面
11565,_, , ,还不错,15,18,整体,正面
11566,_, , ,很不错,7,10,整体,正面
11567,快递员,15,18,_, , ,物流,正面
11568,_, , ,好用,1,3,整体,正面
11568,_, , ,很喜欢,4,7,整体,正面
11569,补水效果,0,4,还好,4,6,功效,正面
11569,剪裁,14,16,不太好,17,20,其他,负面
11570,_, , ,还不错,0,3,整体,正面
11571,_, , ,不错,8,10,整体,正面
11572,_, , ,还不错,7,10,整体,正面
11573,_, , ,不油腻,9,12,使用体验,正面
11574,活动,17,19,特别划算,26,30,价格,正面
11574,补水效果,31,35,不错,36,38,功效,正面
11575,_, , ,比较好用,0,4,整体,正面
11575,_, , ,不油腻,5,8,使用体验,正面
11575,_, , ,好吸收,9,12,使用体验,正面
11576,_, , ,很好用,0,3,整体,正面
11576,_, , ,很方便,14,17,使用体验,正面
11577,赠品,13,15,_, , ,价格,正面
11577,_, , ,挺好用,18,21,整体,正面
11577,_, , ,棒棒哒,29,32,整体,正面
11578,_, , ,不油腻,10,13,整体,正面
11579,_, , ,还可以,0,3,整体,正面
11579,_, , ,太小,6,8,尺寸,负面
11580,_, , ,挺好的,4,7,整体,正面
11581,补水效果,14,18,挺不错,18,21,功效,正面
11581,_, , ,超级棒,0,3,整体,正面
11582,价格,5,7,实惠,7,9,价格,正面
11582,物流速度,16,20,很快,20,22,物流,正面
11582,_, , ,很好,2,4,整体,正面
11582,_, , ,很喜欢,12,15,整体,正面
11583,_, , ,一点也不好用,0,6,整体,负面
11583,_, , ,马上就干了,9,14,使用体验,负面
11583,_, , ,一点也不润滑,15,21,使用体验,负面
11583,_, , ,一点也不平整,38,44,整体,负面
11583,_, , ,厚厚的,32,35,整体,负面
11583,底胶,22,24,不好,25,27,其他,负面
11584,_, , ,挺好的,0,3,整体,正面
11585,_, , ,非常满意,2,6,整体,正面
11585,_, , ,不会干,8,11,使用体验,正面
11585,_, , ,不会腻,12,15,使用体验,正面
11585,味道,16,18,不重,19,21,气味,正面
11585,味道,16,18,淡淡的,22,25,气味,正面
11585,_, , ,很喜欢,25,28,整体,正面
11586,物流快,0,3,_, , ,物流,正面
11586,正品,5,7,_, , ,真伪,正面
11586,便宜,10,12,_, , ,价格,正面
11586,送货上门,13,17,_, , ,物流,正面
11587,_, , ,很舒服,32,35,使用体验,正面
11588,_, , ,挺好用的,0,4,整体,正面
11588,遮瑕效果,5,9,不错,9,11,功效,正面
11588,_, , ,很提亮,15,18,功效,正面
11588,_, , ,不错,19,23,整体,正面
11589,性价比,0,3,比较高,3,6,价格,正面
11590,_, , ,差评,10,12,整体,负面
11591,_, , ,一般,0,2,整体,中性
11591,_, , ,散了,9,11,包装,负面
11592,上妆效果,0,4,没用,5,7,功效,负面
11593,_, , ,挺好的,0,3,整体,正面
11593,_, , ,不错,5,7,整体,正面
11594,味道,24,26,好闻,27,29,气味,正面
11595,_, , ,不错,2,4,整体,正面
11596,_, , ,挺好的,0,3,整体,正面
11597,_, , ,很好用,0,3,整体,正面
11598,香味,9,11,很喜欢,4,7,气味,正面
11598,保湿,31,33,一般,35,37,功效,正面
11599,_, , ,还不错,6,9,整体,正面
11600,_, , ,很满意,7,10,整体,正面
11600,_, , ,不错,2,4,整体,正面
11601,_, , ,非常好用,2,6,整体,正面
11602,_, , ,还凑合,3,6,整体,正面
11603,_, , ,没有说的那么好,0,7,整体,负面
11604,_, , ,好,7,8,整体,正面
11605,_, , ,不好用,4,7,整体,负面
11606,_, , ,水水嫩嫩的,2,7,使用体验,正面
11606,_, , ,不油腻,8,11,使用体验,正面
11607,服务态度,0,4,很好,4,6,服务,正面
11607,_, , ,特别好用,25,29,整体,正面
11608,_, , ,喜欢,0,2,整体,正面
11609,_, , ,坏了,8,10,其他,负面
11610,_, , ,太干了,7,10,使用体验,负面
11610,_, , ,不好涂,11,14,使用体验,负面
11611,淡斑,6,8,很好,4,6,功效,正面
11612,小礼物,10,13,_, , ,价格,正面
11612,_, , ,好用,19,21,整体,正面
11613,_, , ,挺好的,0,3,整体,正面
11613,_, , ,不晕,5,7,功效,正面
11613,_, , ,超级实惠,22,26,价格,正面
11613,_, , ,不错,36,38,整体,正面
11614,眼影盘,0,3,特别不好,3,7,其他,负面
11614,颜色,8,10,混一块儿,10,14,功效,负面
11615,_, , ,烂了,15,17,其他,负面
11616,_, , ,挺好用的,6,10,整体,正面
11617,_, , ,飞粉,5,7,功效,负面
11617,上妆,8,10,不服帖,11,14,功效,负面
11617,上妆,8,10,不持久,15,18,功效,负面
11618,快递包,0,3,破了,4,6,包装,负面
11618,_, , ,太差,7,9,整体,负面
11618,味道,10,12,难闻,12,14,气味,负面
11619,_, , ,特别好,5,8,整体,正面
11620,补水效果,3,7,好,7,8,功效,正面
11620,_, , ,不错,0,2,整体,正面
11620,_, , ,便宜,13,15,价格,正面
11621,_, , ,是正品,0,3,真伪,正面
11621,_, , ,便宜,19,21,价格,正面
11622,味道,5,7,很舒服,7,10,气味,正面
11623,_, , ,闷闷的,6,9,使用体验,负面
11624,吸收,11,13,很快,19,21,功效,正面
11625,质量,33,35,一般般,35,38,整体,中性
11626,_, , ,很舒服,5,8,整体,正面
11626,_, , ,挺滋润,14,17,使用体验,正面
11626,_, , ,不错,20,22,整体,正面
11627,_, , ,不好,0,2,整体,负面
11627,_, , ,太贵了,3,6,价格,负面
11627,质量,12,14,有问题,14,17,整体,负面
11628,_, , ,没用,6,8,整体,负面
11629,遮瑕效果,0,4,一级棒,4,7,功效,正面
11629,_, , ,很自然,16,19,功效,正面
11629,_, , ,不油腻,20,23,使用体验,正面
11630,_, , ,很好,0,2,整体,正面
11631,味道,5,7,超级好闻,8,12,气味,正面
11631,美白效果,19,23,很棒,24,26,功效,正面
11631,_, , ,很好用,28,31,整体,正面
11631,_, , ,平价,52,54,价格,正面
11631,_, , ,好物,54,56,整体,正面
11632,控油效果,0,4,很好,4,6,功效,正面
11632,_, , ,很好用,30,33,整体,正面
11633,_, , ,挺好的,0,3,整体,正面
11633,_, , ,滋润,4,6,使用体验,正面
11633,_, , ,保湿,7,9,功效,正面
11633,_, , ,不错,13,15,整体,正面
11633,活动,17,19,很划算,23,26,价格,正面
11634,_, , ,物美价廉,18,22,价格,正面
11634,毛毛,9,11,很顺,11,13,其他,正面
11635,_, , ,太稀了,0,3,其他,负面
11635,_, , ,像水一样,10,14,其他,负面
11635,_, , ,还不错,23,26,整体,负面
11636,_, , ,还不错,0,3,整体,正面
11637,_, , ,很好,0,2,整体,正面
11638,防晒,24,26,很好,28,30,功效,正面
11638,_, , ,太爱了,0,3,整体,正面
11639,价格,14,16,很实惠,17,20,价格,正面
11639,_, , ,不错,3,5,整体,正面
11640,_, , ,不错,2,4,整体,正面
11640,_, , ,好评,20,22,整体,正面
11641,_, , ,很好吸收,16,20,使用体验,正面
11642,_, , ,有点干,4,7,使用体验,负面
11643,吸收,2,4,很好,4,6,使用体验,正面
11643,_, , ,不油腻,12,15,使用体验,正面
11644,_, , ,是正品,0,3,真伪,正面
11644,_, , ,很自然,16,19,功效,正面
11645,_, , ,不错,16,18,整体,正面
11646,_, , ,真的很好用,5,10,整体,正面
11647,_, , ,喜欢,11,13,整体,正面
11648,_, , ,不错,17,19,整体,正面
11648,包装图案,27,31,很美丽,32,35,包装,正面
11649,味道,0,2,很大,2,4,气味,负面
11649,_, , ,一股油漆味,5,10,气味,负面
11650,_, , ,真的不好用,14,19,整体,负面
11650,_, , ,疼,22,23,使用体验,负面
11650,_, , ,撕不干净,25,29,使用体验,负面
11651,补水效果,12,16,好,16,17,功效,正面
11651,_, , ,优惠很多,22,26,价格,正面
11652,_, , ,真的好用,2,6,整体,正面
11653,_, , ,松了,5,7,其他,负面
11653,_, , ,不好用,8,11,整体,负面
11654,_, , ,一点都不好,0,5,整体,负面
11654,_, , ,断了,13,15,其他,负面
11655,_, , ,挺好的,0,3,整体,正面
11656,_, , ,非常方便,11,15,其他,正面
11657,_, , ,不错,6,8,整体,正面
11657,_, , ,不油腻,12,15,使用体验,正面
11657,_, , ,挺补水的,16,20,功效,正面
11657,_, , ,滑滑的,24,27,使用体验,正面
11657,_, , ,嫩嫩的,28,31,使用体验,正面
11658,_, , ,不错,2,4,整体,正面
11659,_, , ,很好,2,4,整体,正面
11659,性价比,5,8,高,8,9,价格,正面
11659,_, , ,很方便,13,16,其他,正面
11660,_, , ,差评,4,6,整体,负面
11661,_, , ,还可以,0,3,整体,正面
11661,_, , ,补水,4,6,功效,正面
11662,补水效果,15,19,很不错,19,22,功效,正面
11662,_, , ,很好用,4,7,整体,正面
11663,_, , ,不怎么好,0,4,整体,负面
11663,_, , ,褪色,9,11,功效,负面
11664,_, , ,很好用,0,3,使用体验,正面
11664,_, , ,易推开,4,7,使用体验,正面
11664,_, , ,提亮肤色,11,15,功效,正面
11665,_, , ,清香,3,5,气味,正面
11666,_, , ,超级实惠,0,4,价格,正面
11666,_, , ,很轻薄,8,11,使用体验,正面
11666,赠品,19,21,_, , ,价格,正面
11667,_, , ,挺持久的,5,9,功效,正面
11668,优惠活动,3,7,太赞了,7,10,价格,正面
11669,_, , ,很好用,2,5,整体,正面
11669,_, , ,水水的,10,13,使用体验,正面
11669,_, , ,嫩嫩的,20,23,使用体验,正面
11670,活动,5,7,_, , ,价格,正面
11670,物流,29,31,好用,38,40,物流,正面
11671,控油效果,5,9,不好,10,12,功效,负面
11671,提亮效果,13,17,没多大的感觉,19,25,功效,负面
11671,粉质,31,33,不细腻,33,36,使用体验,负面
11672,_, , ,挺好用的,0,4,整体,正面
11672,_, , ,方便,19,21,使用体验,正面
11673,_, , ,太实惠了,0,4,价格,正面
11673,_, , ,便宜,15,17,价格,正面
11673,_, , ,很好用,20,23,整体,正面
11674,_, , ,好刺激,0,3,使用体验,负面
11675,质量,0,2,不错,3,5,整体,正面
11675,_, , ,可以,10,12,整体,正面
11676,_, , ,划算,0,2,价格,正面
11677,_, , ,很好用,5,8,整体,正面
11678,_, , ,很好用,0,3,整体,正面
11678,_, , ,温和,4,6,使用体验,正面
11679,_, , ,很好用,2,5,整体,正面
11679,_, , ,干净,16,18,功效,正面
11679,_, , ,挺不错的,19,23,整体,正面
11680,_, , ,挺好,7,9,整体,正面
11681,香精味,14,17,廉价的,11,14,气味,负面
11681,上妆,20,22,不自然,22,25,功效,负面
11681,_, , ,卡粉,25,27,功效,负面
11682,_, , ,差劲,0,2,整体,负面
11683,_, , ,不好用,0,3,整体,负面
11684,_, , ,真品,5,7,真伪,正面
11685,价格,2,4,还不错,4,7,价格,正面
11686,味道,0,2,有点难闻,2,6,气味,负面
11686,_, , ,不太好用,7,11,整体,负面
11687,_, , ,第二天就油了,18,24,使用体验,负面
11688,_, , ,很好用,4,7,整体,正面
11688,_, , ,很舒服,0,3,整体,正面
11689,遮瑕,0,2,不错,2,4,功效,正面
11689,哑光,5,7,挺好,12,14,功效,正面
11689,雾面,7,9,挺好,12,14,功效,正面
11690,客服,0,2,很耐心,2,5,服务,正面
11690,_, , ,没有味道,14,18,气味,正面
11691,_, , ,挺好的,6,9,整体,正面
11691,_, , ,挺滋润的,10,14,使用体验,正面
11692,_, , ,很自然,0,3,使用体验,正面
11692,_, , ,不错,4,6,整体,正面
11692,_, , ,很喜欢,7,10,整体,正面
11693,_, , ,挺不错的,0,4,整体,正面
11693,_, , ,很轻薄,5,8,使用体验,正面
11694,_, , ,很难上色,0,4,功效,负面
11694,_, , ,不好用,7,10,整体,负面
11694,_, , ,容易掉色,11,15,功效,负面
11695,_, , ,不错,0,2,整体,正面
11695,赠品,3,5,好用,5,7,价格,正面
11695,_, , ,很实惠,8,11,价格,正面
11696,_, , ,真不错,3,6,整体,正面
11696,_, , ,清爽,7,9,使用体验,正面
11696,_, , ,不油腻,9,12,使用体验,正面
11697,_, , ,一点都不好用,0,6,整体,负面
11697,涂抹,17,19,不好涂,19,22,功效,负面
11697,_, , ,很没用,24,27,整体,负面
11698,_, , ,挺好的,24,27,整体,正面
11699,_, , ,好用,7,9,整体,正面
11699,_, , ,提亮,19,21,功效,正面
11700,_, , ,挺划算,12,15,价格,正面
11701,_, , ,很好,0,2,整体,正面
11701,活动,3,5,很划算,5,8,价格,正面
11702,快递,2,4,送别处去了,4,9,物流,负面
11703,_, , ,很劣质,0,3,使用体验,负面
11703,粉,7,8,浮在上面,9,13,功效,负面
11703,_, , ,一点都不自然,14,20,功效,负面
11703,质量,21,23,真的不怎么样,23,29,整体,负面
11704,_, , ,非常好,0,3,整体,正面
11704,_, , ,喜欢,4,6,整体,正面
11705,_, , ,防水,2,4,功效,正面
11706,_, , ,十分nice,0,6,整体,正面
11706,_, , ,完全不会夹肉,9,15,使用体验,正面
11706,_, , ,贼喜欢,16,19,整体,正面
11707,活动,6,8,划算,9,11,价格,正面
11708,活动,13,15,_, , ,价格,正面
11708,_, , ,物美价廉,22,26,价格,正面
11709,_, , ,是正品,6,9,真伪,正面
11710,_, , ,挺不错,8,11,整体,正面
11711,_, , ,差评,4,6,整体,负面
11711,_, , ,假的,31,33,真伪,负面
11711,_, , ,一用就断,36,40,其他,负面
11711,_, , ,一点都不好用,41,47,整体,负面
11712,_, , ,很好,23,25,整体,正面
11712,_, , ,超喜欢,26,29,整体,正面
11712,包装,42,44,完好无损,44,48,包装,正面
11713,_, , ,划算,22,24,价格,正面
11713,_, , ,好用,15,17,整体,正面
11713,_, , ,贴肤,13,15,使用体验,正面
11714,_, , ,很棒,6,8,整体,正面
11714,服务,14,16,很奈斯,17,20,服务,正面
11715,_, , ,很不错,0,3,整体,正面
11716,_, , ,不好用,3,6,整体,负面
11717,_, , ,一点也不刺激,0,6,使用体验,正面
11717,_, , ,很好用,7,10,整体,正面
11718,_, , ,还不错,18,21,整体,正面
11719,_, , ,好,10,11,整体,正面
11720,上妆效果,0,4,掉粉,5,7,功效,负面
11720,_, , ,非常不好用,8,13,整体,负面
11721,_, , ,还不错,0,3,整体,正面
11722,物流,15,17,非常的快,18,22,物流,正面
11722,_, , ,不错,2,4,整体,正面
11722,_, , ,很实在,5,8,整体,正面
11722,_, , ,非常的好用,9,14,整体,正面
11723,_, , ,还行,2,4,整体,正面
11723,_, , ,挺软的,5,8,使用体验,正面
11724,_, , ,很水润,3,6,使用体验,正面
11724,_, , ,很好,0,2,整体,正面
11725,快递员,10,13,很敬业,13,16,物流,正面
11725,_, , ,挺好的,6,9,整体,正面
11726,刀片,0,2,不快,2,4,其他,负面
11726,_, , ,根本刮不下来眉毛,5,13,功效,负面
11727,_, , ,一般,2,4,整体,中性
11727,保持时间,5,9,比较短,9,12,使用体验,负面
11727,保湿,13,15,还行,15,17,功效,正面
11727,_, , ,没有浮粉,17,21,使用体验,正面
11728,_, , ,真的不错,0,4,整体,正面
11728,_, , ,很喜欢,5,8,整体,正面
11728,补水效果,22,26,不错,26,28,功效,正面
11729,效果,0,2,不太好,2,5,功效,负面
11730,_, , ,没有泡沫,0,4,使用体验,负面
11730,_, , ,没有清洁力度,8,14,功效,负面
11731,味道,11,13,好闻,13,15,气味,正面
11731,_, , ,不错,2,4,整体,正面
11732,_, , ,很好用,5,8,整体,正面
11733,_, , ,不错,3,5,整体,正面
11734,活动,3,5,_, , ,价格,正面
11734,_, , ,快,32,33,物流,正面
11735,_, , ,挺好,0,2,整体,正面
11736,补水效果,0,4,挺不错,4,7,功效,正面
11737,_, , ,干净,13,15,功效,正面
11738,_, , ,很好,7,9,整体,正面
11739,补贴,9,11,非常划算,14,18,价格,正面
