id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
609,办公,17,19,还可以,19,22,使用场景,正面
609,_, , ,蓝屏,41,43,使用场景,负面
610,颜值,0,2,还好,2,4,外观,正面
610,帧率,45,47,很低,48,50,硬件&性能,负面
610,_, , ,真的慢,18,21,软件&性能,负面
611,性能,0,2,强,2,3,硬件&性能,正面
611,运行速度,4,8,很快,8,10,硬件&性能,正面
611,_, , ,一点都不卡,11,16,硬件&性能,正面
611,包装,17,19,严实,19,21,包装,正面
611,包装,17,19,完好无损,22,26,包装,正面
612,看电视,8,11,烫的很,15,18,使用场景,负面
612,_, , ,非常差劲,19,23,整体,负面
613,性能,2,4,不错,4,6,硬件&性能,正面
613,外观,7,9,时尚好看,9,13,外观,正面
613,屏幕,14,16,清晰,16,18,硬件&性能,正面
613,反应,19,21,快,21,22,硬件&性能,正面
613,性价比,23,26,高,26,27,价格,正面
614,_, , ,非常完美,0,4,整体,正面
614,外形,6,8,非常好看,8,12,外观,正面
615,_, , ,什么垃圾,12,16,整体,负面
615,_, , ,刚买了两天就降了,0,8,价格,负面
616,物流,0,2,慢,2,3,物流,负面
616,客服,4,6,不作为,6,9,服务,负面
616,体验感,41,44,差,44,45,使用场景,负面
616,系统,46,48,不好用,48,51,软件&性能,负面
617,_, , ,精致,0,2,外观,正面
617,_, , ,很好,2,4,整体,正面
617,性价比,4,7,高,7,8,价格,正面
618,_, , ,很满意,8,11,整体,正面
619,外形,0,2,很喜欢,6,9,外观,正面
619,彩色键盘,13,17,太帅了,18,21,硬件&性能,正面
619,_, , ,真的很棒,23,27,整体,正面
619,玩了下游戏,28,33,很爽,34,36,使用场景,正面
619,吃鸡LOL2k,37,44,随便玩,45,48,使用场景,正面
620,_, , ,毛病各种多,16,21,整体,负面
620,_, , ,一星都不想给,0,6,整体,负面
620,_, , ,真的坑,7,10,整体,负面
621,_, , ,非常nice,0,6,整体,正面
622,_, , ,挺好的,0,3,整体,正面
622,外观,7,9,好看,13,15,外观,正面
622,版型,10,12,好看,13,15,外观,正面
622,价格,16,18,很便宜,19,22,价格,正面
623,外观,0,2,漂亮,2,4,外观,正面
623,内存,11,13,够了,18,20,硬件&性能,正面
623,_, , ,挺好的,25,28,整体,正面
624,包装,10,12,贼差,12,14,包装,负面
625,_, , ,掉价太厉害,2,7,价格,负面
626,外观设计,2,6,新颖,6,8,外观,正面
626,画面,9,11,自然,11,13,硬件&性能,正面
626,玩游戏,14,17,有身临其境的感觉,17,25,使用场景,正面
626,运行速度,26,30,很快,30,32,硬件&性能,正面
627,运行速度,6,10,很快,10,12,硬件&性能,正面
627,外形,13,15,满意,17,19,外观,正面
627,吃鸡,21,23,妥妥的,23,26,使用场景,正面
628,成色,10,12,非常棒,12,15,外观,正面
628,性能,16,18,非常好,24,27,硬件&性能,正面
628,包装,28,30,很严实,31,34,包装,正面
629,质量,2,4,很好,4,6,整体,正面
629,发货,7,9,很准时,10,13,物流,正面
629,服务态度,14,18,也好,18,20,服务,正面
630,_, , ,挺不错的,2,6,整体,正面
630,办公,8,10,挺好的,20,23,使用场景,正面
630,看电影,12,15,挺好的,20,23,使用场景,正面
630,玩点游戏,15,19,挺好的,20,23,使用场景,正面
630,物流,31,33,很快,34,36,物流,正面
631,外观设计,11,15,好看,15,17,外观,正面
631,_, , ,轻便小巧,18,22,外观,正面
631,_, , ,很方便,25,28,外观,正面
631,屏幕,29,31,清晰,31,33,硬件&性能,正面
631,玩起游戏,34,38,不卡,39,41,使用场景,正面
631,_, , ,物超所值,42,46,价格,正面
632,_, , ,买了就降,0,4,价格,负面
633,_, , ,小巧玲珑,0,4,外观,正面
633,携带,5,7,方便,7,9,外观,正面
633,内存,10,12,强大,12,14,硬件&性能,正面
633,运行,15,17,快,17,18,硬件&性能,正面
633,按键,19,21,灵活,21,23,硬件&性能,正面
633,_, , ,不卡顿,24,27,硬件&性能,正面
634,_, , ,还不错,4,7,整体,正面
635,开机,0,2,快,2,3,硬件&性能,正面
635,性能,4,6,强大,6,8,硬件&性能,正面
635,办公,13,15,刚刚好,15,18,使用场景,正面
636,外观材质,0,4,不错,5,7,外观,正面
636,整体造型,8,12,好看,12,14,外观,正面
636,游戏处理画面,21,27,很棒,27,29,硬件&性能,正面
636,性能,33,35,流畅,38,40,硬件&性能,正面
636,_, , ,很喜欢,41,44,整体,正面
637,_, , ,貌似是二手的,0,6,真伪,负面
638,_, , ,什么都不送,2,7,价格,负面
639,质量,0,2,太差,2,4,整体,负面
640,物流,0,2,很快,2,4,物流,正面
640,包装,8,10,完好没有磕碰,10,16,包装,正面
640,客服小姐姐,17,22,很有耐心,22,26,服务,正面
641,价格,10,12,忽上忽下,12,16,价格,负面
641,风扇声音,17,21,大,22,23,硬件&性能,负面
642,_, , ,不好用,0,3,整体,负面
642,_, , ,烂货,22,24,整体,负面
643,外观,0,2,漂亮,2,4,外观,正面
643,_, , ,是正品,5,8,真伪,正面
643,_, , ,非常喜欢,11,15,整体,正面
644,_, , ,降价,3,5,价格,负面
645,_, , ,不错,2,4,整体,正面
645,商家服务态度,5,11,很好,11,13,服务,正面
645,物流,14,16,也快,16,18,物流,正面
646,物流,0,2,挺快的,2,5,物流,正面
646,价格,6,8,便宜很多,12,16,价格,正面
646,包装,17,19,很好,20,22,包装,正面
646,_, , ,很满意,24,27,整体,正面
647,性能,2,4,很棒,4,6,硬件&性能,正面
647,_, , ,很流畅,7,10,硬件&性能,正面
647,_, , ,不卡顿,11,14,硬件&性能,正面
647,画面,15,17,清晰,17,19,硬件&性能,正面
647,性价比,20,23,很高,23,25,价格,正面
648,音效杂音,0,4,太厉害,4,7,硬件&性能,负面
648,_, , ,特别的卡,9,13,硬件&性能,负面
648,分辨率画质,14,19,特别烂,19,22,硬件&性能,负面
649,外形材质,18,22,非常好,22,25,外观,正面
649,运行,26,28,没话说,28,31,硬件&性能,正面
649,玩游戏,32,35,非常流畅,35,39,使用场景,正面
649,玩游戏,32,35,不卡顿,40,43,使用场景,正面
650,送的东西,20,24,真的差,25,28,价格,负面
650,_, , ,全是气泡,32,36,外观,负面
651,内存,2,4,不够,6,8,硬件&性能,负面
651,屏幕,13,15,卡死,15,17,硬件&性能,负面
651,运行,26,28,一般,28,30,硬件&性能,负面
652,反应,4,6,灵敏,6,8,硬件&性能,正面
652,运行速度,9,13,快,13,14,硬件&性能,正面
652,_, , ,很好用,0,3,整体,正面
653,_, , ,还行,0,2,整体,正面
653,_, , ,挺好的,4,7,整体,正面
654,_, , ,差评,0,2,整体,负面
654,散热风扇的声音,4,11,真的刺耳,12,16,硬件&性能,负面
654,指纹处,18,21,有明显撬过的痕迹,21,29,外观,负面
654,_, , ,掉价,37,39,价格,负面
655,_, , ,有坏点,6,9,外观,负面
655,_, , ,形变,10,12,外观,负面
656,_, , ,入手就降价,0,5,价格,负面
657,物流,0,2,很快,2,4,物流,正面
657,活动,5,7,真的很实惠,11,16,价格,正面
657,客服服务,24,28,好,28,29,服务,正面
658,客服态度,15,19,非常好,19,22,服务,正面
658,服务,23,25,很有耐心,25,29,服务,正面
659,运行速度,2,6,快,6,7,硬件&性能,正面
659,画质,14,16,清晰,16,18,硬件&性能,正面
659,_, , ,一点都不卡,8,13,硬件&性能,正面
659,外观,19,21,很漂亮,21,24,外观,正面
659,材质,25,27,很好,27,29,外观,正面
659,_, , ,非常不错,30,34,整体,正面
660,机器人回复,4,9,很恶心,0,3,服务,负面
661,性能,2,4,很好,4,6,硬件&性能,正面
661,运行,7,9,很快,9,11,硬件&性能,正面
661,外观,12,14,不错,15,17,外观,正面
662,摄像头,12,15,安装偏,19,22,硬件&性能,负面
663,_, , ,很好,2,4,整体,正面
663,性价比,6,9,高,9,10,价格,正面
664,_, , ,轻薄,2,4,外观,正面
664,_, , ,方便携带,4,8,外观,正面
664,外观,9,11,时尚,11,13,外观,正面
664,质量,13,15,挺不错的,15,19,整体,正面
664,运行速度,22,26,快,26,27,硬件&性能,正面
665,_, , ,挺不错的,2,6,整体,正面
665,客服服务态度,8,14,很好,15,17,服务,正面
666,售后服务,0,4,不咋滴,4,7,服务,负面
667,_, , ,挺好的,4,7,整体,正面
668,速度,6,8,非常流畅,8,12,硬件&性能,正面
668,画质,13,15,很清晰,16,19,硬件&性能,正面
668,客服服务态度,20,26,很棒,26,28,服务,正面
668,_, , ,非常满意,29,33,整体,正面
668,_, , ,棒棒的,34,37,整体,正面
668,客服,40,42,有耐心,44,47,服务,正面
669,屏幕,2,4,会闪,4,6,硬件&性能,负面
669,_, , ,不错,26,28,整体,正面
670,性能,0,2,好,2,3,硬件&性能,正面
670,外观,4,6,比较满意,7,11,外观,正面
670,质量,13,15,不错,18,20,整体,正面
670,_, , ,没有什么色差,22,28,硬件&性能,正面
671,_, , ,非常的满意,6,11,整体,正面
672,发烫,4,6,严重,6,8,硬件&性能,负面
673,价钱,0,2,实惠,2,4,价格,正面
673,包装,5,7,精致,7,9,包装,正面
673,质量,10,12,非常好,13,16,整体,正面
674,_, , ,不咋地,2,5,整体,负面
675,_, , ,很好,2,4,整体,正面
675,_, , ,不卡,6,8,硬件&性能,正面
675,_, , ,很好用,14,17,整体,正面
676,_, , ,不错,2,4,整体,正面
676,操作,7,9,灵敏,9,11,使用场景,正面
676,音质,12,14,清晰,15,17,硬件&性能,正面
676,_, , ,nice,39,43,整体,正面
677,外壳,6,8,有点软,8,11,外观,负面
677,壳,17,18,薄,18,19,外观,负面
678,_, , ,非常好,0,3,整体,正面
678,质量,7,9,很好,13,15,整体,正面
678,数度,10,12,很好,13,15,硬件&性能,正面
678,_, , ,喜欢,31,33,整体,正面
679,综合性能,5,9,很好,9,11,硬件&性能,正面
680,_, , ,差评,0,2,整体,负面
680,_, , ,刚买就降价,3,8,价格,负面
680,_, , ,不让申请价格保护,15,23,价格,负面
681,_, , ,降价,4,6,价格,负面
681,_, , ,差评,8,10,整体,负面
682,_, , ,骚扰,10,12,服务,负面
683,_, , ,卡顿,23,25,硬件&性能,负面
683,_, , ,死机,26,28,硬件&性能,负面
684,_, , ,挺好的,5,8,整体,正面
684,触摸板的功能,17,23,很方便,23,26,硬件&性能,正面
684,_, , ,很棒,35,37,整体,正面
685,_, , ,不好用,0,3,整体,负面
686,发货,0,2,快,2,3,物流,正面
686,品质,6,8,很好,8,10,整体,正面
686,设计,14,16,超薄,11,13,外观,正面
686,_, , ,方便携带,16,20,外观,正面
686,运行,20,22,超快,22,24,硬件&性能,正面
686,外形设计,32,36,最喜欢,24,27,外观,正面
687,_, , ,还行,0,2,整体,负面
688,_, , ,降价,5,7,价格,负面
689,物流,0,2,满分,3,5,物流,正面
689,_, , ,黄点,21,23,外观,负面
690,_, , ,差是真的差,0,5,整体,负面
690,声音,11,13,好大,13,15,硬件&性能,负面
690,速度,16,18,不快,19,21,硬件&性能,负面
691,_, , ,不错,2,4,整体,正面
691,配送,9,11,不给(*￣m￣)力,11,20,物流,负面
692,运行速度,0,4,很快,4,6,硬件&性能,正面
692,外观,13,15,好看,15,17,外观,正面
692,_, , ,特别的流畅,7,12,硬件&性能,正面
693,_, , ,没有想象中完美,0,7,整体,负面
694,质量,0,2,很好,2,4,整体,正面
694,上网速度,5,9,很快,9,11,使用场景,正面
694,_, , ,一点也不卡,12,17,硬件&性能,正面
694,包装,18,20,很用心,21,24,包装,正面
694,_, , ,很不错,25,28,整体,正面
695,_, , ,死机,8,10,硬件&性能,负面
696,_, , ,不错,0,2,整体,正面
697,_, , ,很不错,10,13,整体,正面
697,_, , ,瑕疵不少,15,19,整体,负面
697,开机,20,22,每次会花瓶,22,27,硬件&性能,负面
698,显卡效果,0,4,比想象中要好,5,11,硬件&性能,正面
699,外观,0,2,精美,2,4,外观,正面
699,_, , ,很薄,5,7,外观,正面
699,携带,7,9,方便,9,11,外观,正面
699,玩游戏,12,15,一点都不卡,15,20,使用场景,正面
699,_, , ,很喜欢,21,24,整体,正面
700,_, , ,会卡顿,4,7,硬件&性能,负面
701,_, , ,还不错,12,15,整体,正面
701,价格,23,25,乱跳,25,27,价格,负面
701,_, , ,一天一个价,28,33,价格,负面
702,_, , ,OK,2,4,整体,正面
703,客服,6,8,没信用,8,11,服务,负面
703,_, , ,不好用,2,5,整体,负面
704,看视频,0,3,滋滋的卡带,9,14,使用场景,负面
705,屏幕,0,2,不行,2,4,硬件&性能,负面
706,价格,2,4,实惠,4,6,价格,正面
706,速度,7,9,快,9,10,硬件&性能,正面
707,速度,11,13,快,13,14,硬件&性能,正面
707,_, , ,满意,15,17,整体,正面
708,_, , ,还可以,17,20,整体,正面
708,声音,25,27,略大,27,29,硬件&性能,负面
708,运行速度,30,34,不明显,36,39,硬件&性能,中性
708,性价比,40,43,一般般,55,58,价格,中性
709,_, , ,很不错,0,3,整体,正面
709,性价比,4,7,很高,7,9,价格,正面
709,物流,10,12,快,12,13,物流,正面
709,客服服务态度,14,20,好,20,21,服务,正面
709,_, , ,好评,22,24,整体,正面
710,_, , ,刚买就降价,0,5,价格,负面
711,功能,4,6,不错,6,8,整体,正面
711,系统,12,14,好用,14,16,软件&性能,正面
712,款式,6,8,很好看,8,11,外观,正面
712,配置,14,16,高,16,17,硬件&性能,正面
712,价格,18,20,实惠,20,22,价格,正面
712,物流,23,25,也快,25,27,物流,正面
712,_, , ,好评,29,31,整体,正面
713,玩游戏,0,3,一点都不卡,3,8,使用场景,正面
713,_, , ,满意,9,11,整体,正面
714,_, , ,有点小卡,14,18,硬件&性能,负面
714,音响,19,21,一直很烂,26,30,硬件&性能,负面
714,声音,31,33,一卡一卡的,35,40,硬件&性能,负面
714,_, , ,是真的烂,58,62,整体,负面
715,包裹,7,9,很严实,9,12,包装,正面
716,性能,6,8,很好,8,10,硬件&性能,正面
716,_, , ,薄,12,13,外观,正面
716,运行,14,16,很快,16,18,硬件&性能,正面
716,_, , ,满分,19,21,整体,正面
717,性能,0,2,不错,2,4,硬件&性能,正面
717,外观,5,7,挺漂亮的,7,11,外观,正面
718,_, , ,非常好,0,3,整体,正面
718,_, , ,非常满意,7,11,整体,正面
719,质量,0,2,可以,2,4,整体,正面
719,性价比,5,8,高,8,9,价格,正面
719,_, , ,很流畅不卡顿,12,18,硬件&性能,正面
720,_, , ,买完就降价,0,5,价格,负面
720,_, , ,申请价格保护还不行,5,14,价格,负面
720,_, , ,不处理,20,23,服务,负面
721,_, , ,无法开机,6,10,硬件&性能,负面
722,总体,0,2,很满意,2,5,整体,正面
723,性能,0,2,稳定,2,4,硬件&性能,正面
723,运行速度,5,9,快,9,10,硬件&性能,正面
723,外观,11,13,时尚,13,15,外观,正面
723,面板,16,18,高大上,18,21,外观,正面
723,_, , ,抢眼,29,31,外观,正面
724,_, , ,很ok,12,15,整体,正面
724,_, , ,比较流畅,16,20,硬件&性能,正面
724,质量,26,28,不错,29,31,整体,正面
725,_, , ,马马虎虎,0,4,整体,中性
725,散热,5,7,不咋地,7,10,硬件&性能,负面
725,CPU温度,11,16,太高,16,18,硬件&性能,负面
726,_, , ,降价,27,29,价格,负面
727,_, , ,好评,0,2,整体,正面
727,_, , ,超级漂亮,3,7,外观,正面
727,店家,13,15,很棒,16,18,服务,正面
728,下载软件,21,25,特别慢,25,28,软件&性能,负面
729,赠品,0,2,没有,2,4,价格,负面
730,质量,0,2,很好,2,4,整体,正面
730,运行速度,5,9,很快,9,11,硬件&性能,正面
730,_, , ,很流畅,12,15,硬件&性能,正面
730,_, , ,满意,16,18,整体,正面
731,_, , ,像是翻新的,2,7,真伪,负面
731,_, , ,卡,14,15,硬件&性能,负面
731,_, , ,脱皮,19,21,外观,负面
732,物流,2,4,值得给五星,4,9,物流,负面
732,包装,19,21,_, , ,包装,负面
732,_, , ,不错,13,15,整体,负面
733,_, , ,很好,0,2,整体,正面
733,颜值,3,5,很高,5,7,外观,正面
733,物流,8,10,很快,11,13,物流,正面
733,态度,19,21,不错,25,27,服务,正面
733,效率,22,24,不错,25,27,服务,正面
734,_, , ,好用,0,2,整体,正面
734,速度,3,5,快,5,6,硬件&性能,正面
734,画面,7,9,清晰,9,11,硬件&性能,正面
734,画面,7,9,不刺眼,12,15,硬件&性能,正面
734,大小,16,18,正合适,19,22,外观,正面
735,外壳,5,7,一直有静电,7,12,外观,负面
736,运行速度,0,4,有点小卡,4,8,硬件&性能,负面
736,价格,28,30,说变就变,31,35,价格,负面
737,_, , ,降价,23,25,价格,负面
737,_, , ,差评,37,39,整体,负面
738,_, , ,很喜欢,3,6,整体,正面
738,_, , ,很方便,17,20,整体,正面
739,开机,7,9,很快,9,11,硬件&性能,正面
739,运行,12,14,不错,15,17,硬件&性能,正面
739,_, , ,值,19,20,价格,正面
740,_, , ,降价,20,22,价格,负面
740,_, , ,经常死机,35,39,硬件&性能,负面
741,_, , ,挺好,2,4,整体,正面
741,字体显示,7,11,有点模糊,11,15,硬件&性能,负面
742,屏幕,4,6,清晰,6,8,硬件&性能,正面
742,质量,9,11,好,12,13,整体,正面
743,性能,2,4,很好,4,6,硬件&性能,正面
743,运行,7,9,很流畅,9,12,硬件&性能,正面
743,画面质感,13,17,清晰,17,19,硬件&性能,正面
743,外观,20,22,很高档,22,25,外观,正面
744,包装,11,13,真的是差,13,17,包装,负面
745,_, , ,卡,0,1,硬件&性能,负面
746,服务,0,2,太差,2,4,服务,负面
747,性能,2,4,不错,4,6,硬件&性能,正面
747,_, , ,不卡,14,16,硬件&性能,正面
747,按键反应,16,20,灵敏,20,22,硬件&性能,正面
747,_, , ,很喜欢,23,26,整体,正面
747,价格,29,31,不贵,32,34,价格,正面
748,_, , ,很不错,0,3,整体,正面
748,价格,7,9,真心不错,9,13,价格,正面
748,_, , ,物美价廉,14,18,价格,正面
748,_, , ,是正品,19,22,真伪,正面
748,办公,24,26,不错,29,31,使用场景,正面
748,游戏,26,28,不错,29,31,使用场景,正面
749,_, , ,好,0,1,整体,正面
750,_, , ,轻薄,10,12,外观,正面
750,_, , ,很轻,16,18,外观,正面
750,携带,19,21,还算方便,21,25,外观,正面
750,客服,31,33,有耐心,38,41,服务,正面
750,开机,44,46,很快,46,48,硬件&性能,正面
750,屏幕,49,51,清楚,51,53,硬件&性能,正面
750,_, , ,蛮划算的,54,58,价格,正面
751,_, , ,很满意,3,6,整体,正面
751,运行,9,11,很流畅,11,14,硬件&性能,正面
751,_, , ,不会卡网,14,18,硬件&性能,正面
751,性能,22,24,很好,25,27,硬件&性能,正面
751,价格,28,30,实惠,30,32,价格,正面
751,_, , ,很划算,34,37,价格,正面
752,_, , ,死机,5,7,硬件&性能,负面
752,_, , ,卡顿严重,8,12,硬件&性能,负面
753,性能,0,2,很好,2,4,硬件&性能,正面
753,_, , ,很满意,5,8,整体,正面
753,_, , ,很喜欢,11,14,整体,正面
754,_, , ,还不错,9,12,整体,正面
754,_, , ,挺流畅的,13,17,硬件&性能,正面
754,_, , ,好评,18,20,整体,正面
755,外观,6,8,漂亮,8,10,外观,正面
755,屏显,11,13,清晰,13,15,硬件&性能,正面
755,运行,16,18,快,18,19,硬件&性能,正面
755,噪音,20,22,小,22,23,硬件&性能,正面
755,质量,24,26,不错,26,28,整体,正面
755,_, , ,好评,29,31,整体,正面
756,外观,2,4,不错,4,6,外观,正面
756,充电,17,19,发热的厉害,19,24,硬件&性能,负面
756,风扇散热,26,30,慢,30,31,硬件&性能,负面
756,风扇散热,26,30,大声,32,34,硬件&性能,负面
757,外观,2,4,小巧精致,4,8,外观,正面
757,图像,9,11,清晰,11,13,硬件&性能,正面
757,网速,14,16,流畅,16,18,硬件&性能,正面
757,_, , ,好评,19,21,整体,正面
758,开机关机,0,4,很快,4,6,硬件&性能,正面
758,开PPT,7,11,慢一点,11,14,软件&性能,负面
758,_, , ,还不错,17,20,整体,正面
759,_, , ,问题特别大,14,19,整体,负面
759,主板,22,24,坏的概率大,24,29,硬件&性能,负面
759,屏幕,32,34,花屏,34,36,硬件&性能,负面
759,售后,48,50,处理的无语,50,55,服务,负面
760,_, , ,垃圾,0,2,整体,负面
760,屏幕,8,10,不清晰,10,13,硬件&性能,负面
760,屏幕,8,10,反光,14,16,硬件&性能,负面
760,反应速度,17,21,还可以,21,24,硬件&性能,负面
760,开机时间,25,29,长,29,30,硬件&性能,负面
761,_, , ,很好用,2,5,整体,正面
761,_, , ,非常的喜欢,6,11,整体,正面
761,打游戏,12,15,一点都不卡,18,23,使用场景,正面
761,看电影,15,18,一点都不卡,18,23,使用场景,正面
761,_, , ,双系统,26,29,软件&性能,正面
761,_, , ,棒棒的,31,34,整体,正面
762,_, , ,体验极差,28,32,整体,负面
763,配置,0,2,很高,2,4,硬件&性能,正面
763,外观,5,7,很好看,7,10,外观,正面
763,玩游戏,11,14,一点都不卡,14,19,使用场景,正面
764,价格,2,4,便宜,4,6,价格,正面
764,看看电影,9,13,没什么问题,15,20,使用场景,正面
764,颜色,21,23,好看,24,26,外观,正面
765,_, , ,还可以,0,3,整体,正面
765,_, , ,不错,4,6,整体,正面
765,_, , ,物有所值,7,11,价格,正面
766,外观造型,2,6,时尚,6,8,外观,正面
766,速度,9,11,也快,11,13,硬件&性能,正面
766,_, , ,容易发热,16,20,硬件&性能,正面
767,接口,0,2,太紧了,2,5,硬件&性能,负面
768,外形,6,8,很不错,11,14,外观,正面
768,开机速度,22,26,很快,26,28,硬件&性能,正面
769,_, , ,还不错,8,11,整体,正面
769,运行,12,14,可以,14,16,硬件&性能,正面
770,_, , ,开心,6,8,整体,正面
770,包装,18,20,很严实,20,23,包装,正面
770,包装,18,20,没有损伤,24,28,包装,正面
770,_, , ,方便,35,37,外观,正面
771,外观,2,4,很漂亮,4,7,外观,正面
771,_, , ,没感觉什么不好,12,19,整体,正面
772,性能,2,4,特别好,4,7,硬件&性能,正面
772,外观,8,10,很好看,10,13,外观,正面
772,声音,14,16,挺大的,16,19,硬件&性能,正面
772,键盘,20,22,挺舒服的,25,29,硬件&性能,正面
772,价格,30,32,适中,34,36,价格,正面
772,_, , ,挺好的,36,39,整体,正面
773,鼠标触摸盘,0,5,感觉松,5,8,硬件&性能,负面
774,_, , ,老是蓝屏,5,9,硬件&性能,负面
775,_, , ,不给保价,0,4,价格,负面
776,颜色,14,16,不错,20,22,外观,正面
776,手感,17,19,不错,20,22,外观,正面
777,性能,0,2,好,2,3,硬件&性能,正面
777,_, , ,很好用,5,8,整体,正面
778,_, , ,不错,0,2,整体,正面
778,屏幕,3,5,够大,5,7,硬件&性能,正面
779,_, , ,美观大方,9,13,外观,正面
779,_, , ,很好用,14,17,整体,正面
779,_, , ,很顺畅,20,23,硬件&性能,正面
779,_, , ,满意,24,26,整体,正面
780,质量,2,4,不错,4,6,整体,正面
780,网速,7,9,快,9,10,硬件&性能,正面
780,下载东西,11,15,不卡顿,15,18,使用场景,正面
780,颜色,19,21,大气,22,24,外观,正面
780,屏幕分辨率,25,30,清晰,31,33,硬件&性能,正面
780,_, , ,很喜欢,34,37,整体,正面
781,_, , ,刚买完就降价,9,15,价格,负面
782,_, , ,非常不错,4,8,整体,正面
782,价格,9,11,实惠,11,13,价格,正面
782,使用,14,16,顺畅,16,18,使用场景,正面
782,逛淘宝,18,21,够用,28,30,使用场景,正面
782,逛网页,21,24,够用,28,30,使用场景,正面
782,看新闻,24,27,够用,28,30,使用场景,正面
782,_, , ,非常好用,31,35,整体,正面
783,看电影,0,3,发烫,4,6,使用场景,负面
784,_, , ,不错,10,12,整体,正面
785,速度,0,2,快,2,3,硬件&性能,正面
785,性能,4,6,好,6,7,硬件&性能,正面
785,_, , ,比较好,14,17,整体,正面
786,外观,0,2,还行,2,4,外观,正面
786,散热,5,7,比较容易发烫,9,15,硬件&性能,负面
786,屏幕,24,26,有白色的东西,28,34,硬件&性能,负面
787,_, , ,很漂亮,0,3,外观,正面
787,款式,9,11,喜欢,6,8,外观,正面
787,开机显示,12,16,很快,16,18,硬件&性能,正面
788,_, , ,非常好,2,5,整体,正面
788,性价比,6,9,超值,9,11,价格,正面
789,_, , ,非常好,0,3,整体,正面
789,服务态度,4,8,也好,8,10,服务,正面
789,_, , ,很满意,11,14,整体,正面
790,性能,2,4,很好,4,6,硬件&性能,正面
790,操作,7,9,很流畅,9,12,使用场景,正面
791,客服,5,7,不理人,8,11,服务,负面
791,赠品,15,17,没有,18,20,价格,负面
792,外观,0,2,很漂亮,2,5,外观,正面
792,_, , ,超薄,6,8,外观,正面
792,_, , ,方便携带,10,14,外观,正面
792,性能,15,17,好,17,18,硬件&性能,正面
792,速度,19,21,快,21,22,硬件&性能,正面
792,_, , ,非常满意,23,27,整体,正面
793,声音,0,2,比较大,2,5,硬件&性能,负面
794,_, , ,买了几天就又降价,0,8,价格,负面
795,_, , ,垃圾,0,2,整体,负面
795,_, , ,不值这个价,5,10,价格,负面
796,显卡效果,0,4,不错,7,9,硬件&性能,正面
796,性能,12,14,流畅到爆炸,15,20,硬件&性能,正面
796,性价比,21,24,超高,24,26,价格,正面
797,_, , ,不错,9,11,整体,正面
797,_, , ,很棒,12,14,整体,正面
798,性价比,10,13,高,13,14,价格,正面
798,游戏,15,17,不卡不顿,17,21,使用场景,正面
798,外观,22,24,特别好看,25,29,外观,正面
799,_, , ,特别好用,2,6,整体,正面
799,画面清晰度,7,12,很好,13,15,硬件&性能,正面
799,价格,18,20,特别值,20,23,价格,正面
800,_, , ,深空灰,0,3,外观,正面
800,_, , ,挺好看的,4,8,外观,正面
800,_, , ,挺流畅的,18,22,硬件&性能,正面
800,_, , ,不错,29,31,整体,正面
801,配套,5,7,很齐全,7,10,硬件&性能,正面
801,画面,11,13,很清晰,13,16,硬件&性能,正面
801,玩游戏,17,20,一点都不卡,20,25,使用场景,正面
801,_, , ,超薄,32,34,外观,正面
801,_, , ,非常满意,37,41,整体,正面
801,_, , ,非常喜欢,41,45,整体,正面
802,_, , ,蓝屏,0,2,硬件&性能,负面
803,店家服务,8,12,非常好,12,15,服务,正面
803,客服,23,25,非常耐心,26,30,服务,正面
803,_, , ,非常满意,42,46,整体,正面
804,_, , ,真的很垃圾,0,5,整体,负面
804,换货,31,33,没人处理,36,40,服务,负面
805,外观设计,2,6,很简约,6,9,外观,正面
805,外观设计,2,6,很好看,9,12,外观,正面
805,运行,15,17,十分流畅,18,22,硬件&性能,正面
805,物流,23,25,很快,26,28,物流,正面
806,画面,5,7,很好很满意,7,12,硬件&性能,正面
806,_, , ,很舒服,15,18,整体,正面
806,性能,21,23,一点不卡,26,30,硬件&性能,正面
806,玩吃鸡,31,34,很流畅,34,37,使用场景,正面
806,外观,43,45,很好看,45,48,外观,正面
806,_, , ,超级喜欢,49,53,整体,正面
806,_, , ,很酷,53,55,外观,正面
807,触控板,0,3,真难用,4,7,硬件&性能,负面
807,散热,8,10,略渣,10,12,硬件&性能,负面
807,做工,13,15,一般,15,17,其他,中性
808,U盘插口,3,7,无法使用,7,11,硬件&性能,负面
809,整体效果,0,4,还不错,4,7,整体,正面
809,性价比,8,11,高,11,12,价格,正面
810,_, , ,好评,2,4,整体,正面
811,_, , ,可以,0,2,整体,正面
811,_, , ,很流畅,9,12,硬件&性能,正面
812,_, , ,挺好,2,4,整体,负面
812,_, , ,不能保价,19,23,价格,负面
812,_, , ,退也退不了,24,29,服务,负面
813,_, , ,非常好,2,5,整体,正面
813,运行,6,8,很流畅,8,11,硬件&性能,正面
814,音质,7,9,_, , ,硬件&性能,负面
814,_, , ,杂音,30,32,硬件&性能,负面
814,购物体验,61,65,差,59,60,服务,负面
815,_, , ,挺好的,0,3,整体,正面
815,_, , ,很喜欢,4,7,整体,正面
815,_, , ,略重,15,17,外观,负面
816,包裹,0,2,挺好的,2,5,包装,正面
817,_, , ,轻薄小巧,3,7,外观,正面
817,_, , ,方便携带,8,12,外观,正面
817,整体配置,13,17,不错,18,20,硬件&性能,正面
